"","dist_year","County","Male.Suspensions","Female.Suspensions","AsianSuspensions","BlackSuspensions","HispanicSuspensions","WhiteSuspensoins","OtherSuspensions","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"2667","73445_2011-12","Los Angeles",932,268,"38","28",1051,"51",32,1311,133,8019,479,298,5001,5239
"2668","73445_2012-13","Los Angeles",993,262,"43","20",1096,"69",27,1257,131,7912,427,295,4852,5170
"2669","73445_2013-14","Los Angeles",907,245,"29","33",1019,"41",30,1202,127,7762,394,266,4705,5046
"2670","73445_2014-15","Los Angeles",798,225,"28","49",876,"48",22,1193,125,7548,360,258,4590,4894
"2671","73445_2015-16","Los Angeles",784,185,"19","27",866,"34",23,1141,108,7381,322,262,4443,4771
"2672","73445_2016-17","Los Angeles",738,185,"12","24",822,"44",21,1095,104,7122,316,275,4347,4565
"2673","73452_2011-12","Los Angeles",1267,382,"53","57",1390,"56",93,1609,176,4604,332,782,3630,3873
"2674","73452_2012-13","Los Angeles",866,286,"57","41",969,"32",53,1600,170,4569,297,789,3609,3816
"2675","73452_2013-14","Los Angeles",741,234,"44","21",842,"29",39,1579,167,4365,307,801,3548,3671
"2676","73452_2014-15","Los Angeles",436,154,"58","21",475,"13",23,1521,161,4223,325,809,3453,3586
"2677","73452_2015-16","Los Angeles",536,197,"45","37",603,"26",22,1425,151,4248,323,769,3411,3505
"2678","73452_2016-17","Los Angeles",449,114,"38","20",466,"23",16,1428,133,4163,279,742,3334,3411
"2679","73460_2011-12","Los Angeles",411,73,"160","41",189,"72",22,4956,255,1793,922,628,4166,4388
"2680","73460_2012-13","Los Angeles",289,80,"139","42",119,"53",16,4957,240,1806,865,635,4162,4341
"2681","73460_2013-14","Los Angeles",336,56,"113","52",164,"42",21,4958,238,1790,813,624,4083,4340
"2682","73460_2014-15","Los Angeles",233,54,"82","29",138,"24",14,4933,214,1785,801,640,4029,4344
"2683","73460_2015-16","Los Angeles",197,52,"62","26",110,"34",17,4783,210,1766,752,648,3922,4237
"2684","73460_2016-17","Los Angeles",200,31,"47","24",106,"27",27,4650,191,1811,697,692,3882,4159
"2685","73544_2011-12","Kern",89,32,"*","*",53,"62",4,0,1,91,135,2,117,112
"2686","73544_2012-13","Kern",60,11,"*","*",27,"43",1,0,1,104,118,5,117,111
"2687","73544_2013-14","Kern",82,37,"1","*",25,"90",2,4,1,95,116,8,110,114
"2688","73544_2016-17","Kern",26,3,"0","0",11,"17",1,3,4,97,122,4,108,122
"2689","73551_2011-12","San Diego",515,120,"7","18",314,"276",20,289,110,1284,2947,360,2417,2573
"2690","73551_2012-13","San Diego",339,109,"8","22",173,"215",30,334,103,1302,2996,371,2449,2657
"2691","73551_2013-14","San Diego",320,70,"9","25",177,"167",12,354,101,1338,3022,392,2539,2668
"2692","73551_2014-15","San Diego",294,53,"2","21",119,"190",15,374,97,1316,3049,377,2535,2678
"2693","73551_2015-16","San Diego",264,51,"10","8",132,"141",24,350,77,1442,2985,469,2566,2757
"2694","73551_2016-17","San Diego",246,52,"6","16",85,"173",18,343,79,1527,3051,479,2641,2838
"2695","73569_2011-12","San Diego",2563,724,"15","341",2151,"618",162,172,678,5017,2372,746,4357,4628
"2696","73569_2012-13","San Diego",1813,485,"12","207",1462,"471",146,179,645,4895,2293,771,4229,4554
"2697","73569_2013-14","San Diego",1593,422,"13","180",1282,"409",131,191,650,4950,2285,791,4309,4558
"2698","73569_2014-15","San Diego",856,219,"9","131",651,"199",85,202,589,4935,2192,851,4236,4533
"2699","73569_2015-16","San Diego",753,160,"9","105",567,"162",70,204,529,5017,2178,902,4272,4558
"2700","73569_2016-17","San Diego",670,169,"12","63",546,"161",57,214,499,4973,2160,953,4224,4575
"2701","73585_2013-14","Modoc",46,13,"*","0",8,"39",12,5,3,62,258,25,151,202
"2702","73585_2014-15","Modoc",79,29,"*","0",14,"78",11,4,8,56,257,30,167,188
"2703","73585_2015-16","Modoc",67,21,"0","3",12,"56",17,4,5,63,252,40,167,197
"2704","73585_2016-17","Modoc",138,42,"0","0",23,"104",50,6,5,68,267,46,172,220
"2705","73601_2011-12","Stanislaus",27,8,"0","0",22,"13",0,14,19,886,322,23,592,672
"2706","73601_2012-13","Stanislaus",84,16,"0","2",77,"17",4,12,24,916,286,29,620,647
"2707","73601_2013-14","Stanislaus",68,16,"1","4",65,"10",4,11,12,908,265,45,604,637
"2708","73601_2014-15","Stanislaus",107,27,"4","0",104,"22",4,13,18,940,281,45,642,655
"2709","73601_2015-16","Stanislaus",104,38,"3","5",104,"24",5,9,23,978,268,42,655,665
"2710","73601_2016-17","Stanislaus",224,60,"9","7",201,"57",10,6,24,1005,261,45,663,678
"2711","73619_2011-12","Merced",145,34,"0","*",145,"25",6,7,2,563,194,11,366,411
"2712","73619_2012-13","Merced",115,16,"0","1",112,"14",4,9,1,568,193,8,377,402
"2713","73619_2013-14","Merced",115,14,"0","2",112,"11",3,11,1,635,182,10,403,436
"2714","73619_2014-15","Merced",121,28,"0","3",105,"33",7,12,6,661,186,18,446,437
"2715","73619_2015-16","Merced",130,16,"0","2",93,"41",4,10,7,687,190,19,450,463
"2716","73619_2016-17","Merced",141,27,"2","0",127,"33",4,9,8,683,174,24,443,455
"2717","73635_2011-12","Orange",1098,358,"50","58",665,"587",96,1089,294,4125,8824,1218,7515,8035
"2718","73635_2012-13","Orange",987,268,"21","53",538,"554",89,1010,276,4191,8387,1319,7332,7851
"2719","73635_2013-14","Orange",634,150,"20","28",370,"325",41,987,269,4268,7879,1304,7059,7648
"2720","73635_2014-15","Orange",596,129,"17","23",351,"285",49,993,246,4299,7499,1338,6900,7475
"2721","73635_2015-16","Orange",564,178,"11","27",362,"294",48,1002,247,4448,7186,1393,6897,7379
"2722","73635_2016-17","Orange",552,148,"12","20",389,"225",54,984,221,4522,6851,1397,6739,7236
"2723","73643_2011-12","Orange",590,152,"39","43",491,"138",31,1615,274,4851,3485,462,5224,5463
"2724","73643_2012-13","Orange",812,231,"72","62",693,"185",31,1708,266,5006,3473,497,5341,5609
"2725","73643_2013-14","Orange",1182,291,"80","69",1009,"268",47,1792,251,5253,3515,533,5548,5796
"2726","73643_2014-15","Orange",702,232,"72","58",588,"169",47,1863,245,5301,3503,582,5662,5832
"2727","73643_2015-16","Orange",602,239,"36","42",595,"141",27,1979,235,5462,3448,621,5765,5980
"2728","73643_2016-17","Orange",709,239,"39","51",661,"165",32,2106,223,5558,3454,663,5876,6128
"2729","73650_2011-12","Orange",767,191,"186","93",205,"395",79,5522,300,1355,4917,978,6283,6789
"2730","73650_2012-13","Orange",718,120,"146","110",162,"351",69,5824,313,1373,4849,1022,6356,7025
"2731","73650_2013-14","Orange",431,151,"98","68",137,"236",43,6050,322,1385,4828,1097,6560,7122
"2732","73650_2014-15","Orange",539,111,"116","72",163,"228",71,6439,328,1417,4905,1146,6802,7433
"2733","73650_2015-16","Orange",470,83,"128","38",124,"202",61,6756,327,1441,4946,1184,6970,7684
"2734","73650_2016-17","Orange",685,127,"150","89",184,"302",87,7090,350,1488,4960,1326,7299,7915
"2735","73668_2013-14","Mono",17,6,"*","*",6,"10",6,0,1,71,85,29,84,102
"2736","73668_2014-15","Mono",17,2,"*","*",6,"2",11,1,0,57,73,20,68,83
"2737","73692_2013-14","Mono",28,4,"*","*",19,"13",0,3,1,271,216,24,241,274
"2738","73692_2014-15","Mono",22,6,"0","*",12,"15",1,2,1,293,203,19,256,262
"2739","73692_2015-16","Mono",17,6,"0","*",10,"10",2,5,1,298,201,25,259,271
"2740","73692_2016-17","Mono",31,7,"0","*",16,"20",0,5,1,304,228,19,278,279
"2741","73742_2016-17","Kern",381,133,"2","87",172,"226",27,71,151,564,1378,145,1099,1210
"2742","73759_2012-13","Ventura",875,154,"30","48",439,"479",33,958,198,2219,7041,479,5202,5693
"2743","73759_2013-14","Ventura",851,191,"23","42",388,"546",43,957,200,2262,6718,507,5077,5567
"2744","73759_2014-15","Ventura",723,169,"16","37",385,"420",34,984,200,2315,6453,532,4978,5506
"2745","73759_2015-16","Ventura",613,158,"21","20",344,"346",40,986,185,2407,6190,615,4960,5423
"2746","73759_2016-17","Ventura",418,66,"10","21",230,"204",19,1018,174,2452,5916,616,4906,5270
"2747","73791_2011-12","San Diego",367,145,"8","37",323,"124",20,351,255,3873,3090,427,3907,4089
"2748","73791_2012-13","San Diego",555,179,"20","51",449,"185",29,384,259,3902,3212,448,4005,4200
"2749","73791_2013-14","San Diego",353,99,"4","21",267,"135",25,380,245,3922,3373,455,4095,4280
"2750","73791_2014-15","San Diego",278,81,"5","23",217,"101",13,420,238,4010,3525,471,4233,4431
"2751","73791_2015-16","San Diego",325,71,"2","25",220,"135",14,456,254,4157,3600,508,4406,4569
"2752","73791_2016-17","San Diego",429,136,"14","16",329,"193",13,480,235,4239,3925,368,4460,4787
"2753","73825_2011-12","Monterey",378,137,"0","9",402,"90",14,14,15,1468,409,74,989,991
"2754","73825_2012-13","Monterey",138,58,"0","0",146,"46",4,15,12,1463,338,52,924,956
"2755","73825_2013-14","Monterey",655,217,"0","4",717,"132",18,11,12,1518,316,44,914,987
"2756","73825_2014-15","Monterey",286,55,"1","1",279,"54",5,8,11,1561,298,49,931,996
"2757","73825_2015-16","Monterey",212,85,"1","1",250,"42",3,11,10,1649,274,55,974,1025
"2758","73825_2016-17","Monterey",207,65,"1","1",218,"49",3,10,7,1669,287,61,999,1035
"2759","73874_2011-12","Ventura",83,15,"6","5",11,"74",1,282,36,110,1782,49,1048,1211
"2760","73874_2015-16","Ventura",38,13,"4","1",5,"40",1,388,51,214,1778,97,1263,1265
"2761","73882_2011-12","Sonoma",0,0,"0","0",0,"0",0,141,79,943,1513,192,1386,1482
"2762","73882_2012-13","Sonoma",523,130,"6","25",198,"377",47,137,78,965,1422,182,1363,1421
"2763","73882_2013-14","Sonoma",628,176,"11","26",296,"405",66,121,70,973,1391,286,1358,1483
"2764","73882_2014-15","Sonoma",492,126,"10","17",218,"338",35,116,71,1087,1444,234,1414,1538
"2765","73882_2015-16","Sonoma",485,122,"10","26",244,"276",51,124,83,1116,1487,242,1484,1568
"2766","73882_2016-17","Sonoma",415,154,"6","20",216,"280",47,111,72,1191,1507,273,1509,1645
"2767","73890_2011-12","San Bernardino",230,58,"0","40",101,"122",25,7,113,247,395,79,399,442
"2768","73890_2012-13","San Bernardino",225,40,"0","42",78,"120",25,9,107,243,366,95,366,454
"2769","73890_2013-14","San Bernardino",149,40,"0","39",57,"81",12,10,105,238,372,87,368,444
"2770","73890_2014-15","San Bernardino",82,17,"1","18",24,"41",15,12,103,227,322,89,368,385
"2771","73890_2015-16","San Bernardino",58,11,"0","15",19,"26",9,16,103,220,299,72,338,372
"2772","73890_2016-17","San Bernardino",81,20,"0","20",33,"36",12,10,107,230,285,105,354,383
"2773","73908_2014-15","Kern",194,77,"0","9",251,"11",0,4,5,1353,16,12,698,692
"2774","73924_2011-12","Orange",227,55,"9","13",74,"165",21,508,165,968,2859,359,2440,2419
"2775","73924_2012-13","Orange",161,38,"6","10",60,"109",14,510,166,1062,2819,404,2511,2450
"2776","73924_2013-14","Orange",170,44,"9","7",67,"104",27,509,165,1066,2683,427,2462,2388
"2777","73924_2014-15","Orange",112,26,"6","6",68,"52",6,500,158,1110,2604,457,2458,2371
"2778","73924_2015-16","Orange",127,33,"6","15",48,"77",14,535,159,1180,2595,472,2515,2426
"2779","73924_2016-17","Orange",149,39,"16","15",52,"89",16,560,157,1205,2469,482,2466,2407
"2780","73940_2011-12","Ventura",256,56,"6","12",211,"76",7,204,52,1311,1904,135,1792,1814
"2781","73940_2012-13","Ventura",271,96,"4","6",245,"107",5,207,54,1329,1750,144,1692,1792
"2782","73940_2013-14","Ventura",432,75,"10","11",326,"153",7,193,57,1303,1657,140,1639,1711
"2783","73940_2014-15","Ventura",283,60,"6","1",235,"95",6,185,57,1329,1523,158,1603,1649
"2784","73940_2015-16","Ventura",192,37,"0","8",150,"51",19,185,61,1350,1485,158,1606,1633
"2785","73940_2016-17","Ventura",163,37,"0","4",127,"51",18,174,58,1339,1385,170,1579,1547
"2786","73957_2011-12","San Bernardino",1148,294,"19","177",493,"669",84,107,243,1512,2134,175,1990,2181
"2787","73957_2012-13","San Bernardino",1147,309,"7","153",465,"735",96,114,232,1503,2031,132,1908,2104
"2788","73957_2013-14","San Bernardino",530,157,"6","134",218,"268",61,108,233,1501,1896,152,1858,2032
"2789","73957_2014-15","San Bernardino",539,146,"9","133",232,"271",40,103,235,1555,1741,178,1841,1971
"2790","73957_2015-16","San Bernardino",608,132,"7","173",238,"254",68,98,259,1593,1633,215,1861,1937
"2791","73957_2016-17","San Bernardino",653,142,"2","205",318,"211",59,80,239,1677,1492,217,1835,1870
"2792","73965_2011-12","Fresno",1838,836,"119","713",1343,"378",121,931,742,3429,1395,285,3286,3496
"2793","73965_2012-13","Fresno",1671,576,"67","642",1126,"314",98,922,754,3587,1374,253,3342,3548
"2794","73965_2013-14","Fresno",1227,409,"40","477",786,"274",59,907,764,3708,1316,260,3346,3609
"2795","73965_2014-15","Fresno",1210,408,"32","512",792,"234",45,898,741,3800,1270,265,3322,3652
"2796","73965_2015-16","Fresno",1941,605,"64","672",1372,"316",121,921,699,3941,1210,248,3319,3700
"2797","73965_2016-17","Fresno",1249,353,"29","369",986,"165",53,939,668,4037,1188,241,3358,3715
"2798","73973_2011-12","Sacramento",663,194,"24","204",157,"352",120,185,330,462,1156,217,1163,1187
"2799","73973_2012-13","Sacramento",777,177,"17","243",192,"415",87,159,299,501,1177,190,1164,1162
"2800","73973_2013-14","Sacramento",519,213,"13","180",156,"314",69,152,271,507,1067,194,1106,1085
"2801","73973_2014-15","Sacramento",330,117,"10","85",112,"185",55,152,237,501,1056,197,1067,1076
"2802","73973_2015-16","Sacramento",767,296,"12","343",232,"381",95,153,275,512,990,196,1051,1075
"2803","73973_2016-17","Sacramento",472,150,"7","135",185,"228",60,167,260,528,959,186,1042,1058
"2804","73999_2011-12","Fresno",482,133,"17","5",504,"75",14,120,9,1625,247,28,1012,1017
"2805","73999_2012-13","Fresno",391,90,"11","7",401,"50",12,121,9,1630,236,24,986,1034
"2806","75002_2011-12","Marin",76,3,"0","9",13,"56",0,19,5,21,352,13,201,209
"2807","75002_2012-13","Marin",39,8,"1","11",2,"31",2,18,6,25,324,13,181,205
"2808","75002_2013-14","Marin",76,9,"0","9",14,"55",7,12,7,31,372,15,214,223
"2809","75002_2014-15","Marin",52,16,"0","3",8,"56",1,15,5,43,426,16,268,237
"2810","75002_2015-16","Marin",56,4,"1","0",15,"42",1,22,4,45,433,23,288,239
"2811","75002_2016-17","Marin",33,3,"1","1",3,"26",5,21,3,42,444,32,267,275
"2812","75028_2011-12","Trinity",17,10,"*","*",10,"12",5,0,0,20,113,31,86,78
"2813","75028_2012-13","Trinity",75,30,"*","*",18,"49",35,2,0,18,113,35,93,75
"2814","75044_2011-12","San Bernardino",3153,1106,"22","730",2296,"1103",108,143,1010,6927,3600,325,5879,6126
"2815","75044_2012-13","San Bernardino",2207,724,"11","538",1574,"693",115,149,1000,7082,3421,354,5865,6141
"2816","75044_2013-14","San Bernardino",1877,630,"10","489",1315,"597",96,143,1005,7257,3297,369,5914,6157
"2817","75044_2014-15","San Bernardino",1771,587,"6","440",1276,"519",117,147,969,7331,3107,497,5973,6078
"2818","75044_2015-16","San Bernardino",1833,629,"5","494",1360,"498",105,149,964,7466,2981,446,5892,6114
"2819","75044_2016-17","San Bernardino",2207,672,"5","388",1601,"469",416,138,766,7547,2513,883,5781,6066
"2820","75051_2011-12","San Bernardino",263,91,"1","14",127,"200",12,13,18,252,464,37,413,371
"2821","75051_2012-13","San Bernardino",207,62,"2","12",108,"135",12,22,19,267,461,59,446,382
"2822","75051_2013-14","San Bernardino",240,71,"4","16",113,"160",5,26,17,266,475,61,434,411
"2823","75051_2014-15","San Bernardino",276,67,"0","30",147,"143",4,29,29,281,458,53,422,428
"2824","75051_2015-16","San Bernardino",213,41,"0","19",125,"93",5,25,32,280,390,46,369,404
"2825","75051_2016-17","San Bernardino",153,38,"1","14",77,"82",7,39,39,304,426,85,436,457
"2826","75069_2011-12","San Bernardino",655,178,"8","161",416,"216",32,303,529,2847,1860,295,2917,2917
"2827","75069_2012-13","San Bernardino",676,237,"15","188",476,"196",38,305,521,2911,1751,294,2904,2878
"2828","75069_2013-14","San Bernardino",561,160,"9","136",389,"155",32,288,510,2924,1601,291,2728,2886
"2829","75069_2014-15","San Bernardino",463,117,"12","102",311,"129",26,288,496,2921,1487,290,2664,2818
"2830","75069_2015-16","San Bernardino",509,143,"16","112",346,"155",23,289,478,2879,1373,260,2602,2677
"2831","75069_2016-17","San Bernardino",299,107,"11","85",206,"86",18,305,474,2851,1317,244,2509,2682
"2832","75077_2011-12","San Bernardino",1904,618,"4","814",833,"781",90,162,824,2626,3258,237,3363,3744
"2833","75077_2012-13","San Bernardino",1371,493,"19","558",672,"559",56,171,754,2672,3122,238,3308,3649
"2834","75077_2013-14","San Bernardino",1602,428,"14","532",776,"663",45,178,733,2736,2924,238,3307,3502
"2835","75077_2014-15","San Bernardino",1428,438,"14","455",723,"607",67,185,674,2722,2776,256,3207,3406
"2836","75077_2015-16","San Bernardino",1231,367,"14","349",647,"523",65,182,605,2704,2556,242,3069,3220
"2837","75077_2016-17","San Bernardino",1010,320,"6","307",575,"391",51,181,577,2865,2493,234,3132,3218
"2838","75085_2011-12","Placer",490,128,"14","28",110,"391",75,319,83,776,3800,548,2753,2773
"2839","75085_2012-13","Placer",457,112,"15","15",94,"406",39,333,85,780,3958,575,2841,2890
"2840","75085_2013-14","Placer",404,97,"12","20",97,"337",35,332,92,785,3928,599,2850,2886
"2841","75085_2014-15","Placer",397,85,"17","12",75,"349",29,436,100,884,4365,721,3238,3268
"2842","75085_2015-16","Placer",441,88,"13","18",79,"374",45,493,99,902,4353,760,3241,3366
"2843","75085_2016-17","Placer",361,105,"12","33",71,"301",49,550,105,968,4373,796,3327,3465
"2844","75168_2011-12","Kern",0,0,"*","*",0,"0",0,5,1,134,96,294,260,270
"2845","75168_2012-13","Kern",132,66,"1","*",79,"107",11,8,2,137,310,27,235,249
"2846","75168_2013-14","Kern",41,13,"*","*",9,"41",3,3,3,125,262,30,224,199
"2847","75168_2014-15","Kern",45,11,"*","*",22,"28",4,4,5,128,227,39,208,195
"2848","75168_2015-16","Kern",99,27,"*","*",48,"65",7,4,1,139,216,39,199,200
"2849","75168_2016-17","Kern",132,36,"*","2",40,"105",17,3,3,160,196,38,202,198
"2850","75176_2011-12","Riverside",1126,476,"7","135",905,"490",65,205,552,5216,3802,483,4965,5293
"2851","75176_2012-13","Riverside",798,253,"1","84",641,"272",53,205,534,5318,3674,489,4950,5270
"2852","75176_2013-14","Riverside",1580,377,"19","168",1082,"621",67,203,553,5434,3532,472,4890,5304
"2853","75176_2014-15","Riverside",2215,988,"20","249",2106,"685",143,217,520,5466,3423,489,4845,5270
"2854","75176_2015-16","Riverside",1129,365,"14","143",752,"528",57,217,511,5591,3263,507,4856,5233
"2855","75176_2016-17","Riverside",1205,389,"5","145",891,"470",83,169,430,5731,2907,766,4781,5222
"2856","75184_2012-13","Tuolumne",18,11,"*","*",6,"21",2,0,4,33,114,19,98,72
"2857","75184_2013-14","Tuolumne",3,3,"*","*",0,"6",0,1,4,30,116,17,95,73
"2858","75184_2014-15","Tuolumne",0,0,"*","*",0,"0",0,3,3,25,119,12,85,77
"2859","75192_2011-12","Riverside",2302,803,"45","262",1195,"1276",327,596,686,4499,7174,1962,7359,7558
"2860","75192_2012-13","Riverside",2054,555,"39","190",1002,"1064",314,580,708,4544,7148,2073,7404,7649
"2861","75192_2013-14","Riverside",1698,555,"23","185",891,"868",286,592,659,4581,6888,2099,7312,7507
"2862","75192_2014-15","Riverside",594,166,"15","84",266,"281",114,588,651,4625,6793,2155,7397,7415
"2863","75192_2015-16","Riverside",715,135,"16","77",329,"344",84,596,596,4751,6684,2200,7404,7423
"2864","75192_2016-17","Riverside",703,152,"8","76",329,"339",103,587,540,4862,6298,2364,7264,7387
"2865","75200_2011-12","Riverside",946,333,"35","157",404,"553",130,476,747,3712,5435,1234,5700,5904
"2866","75200_2012-13","Riverside",665,180,"21","109",308,"328",78,501,772,3809,5460,1248,5818,5972
"2867","75200_2013-14","Riverside",475,124,"8","79",204,"257",51,533,768,3872,5593,1242,5864,6144
"2868","75200_2014-15","Riverside",363,103,"7","45",167,"210",37,601,707,3914,5498,1243,5842,6121
"2869","75200_2015-16","Riverside",459,125,"16","62",195,"239",72,608,693,4006,5487,1270,5893,6171
"2870","75200_2016-17","Riverside",347,84,"5","49",136,"191",50,645,684,4129,5342,1360,5925,6235
"2871","75242_2011-12","Riverside",2773,1029,"13","1316",2059,"240",174,164,1493,6382,572,394,4407,4598
"2872","75242_2012-13","Riverside",2480,828,"24","1099",1848,"213",124,146,1558,6513,519,421,4487,4670
"2873","75242_2013-14","Riverside",2087,603,"13","931",1492,"136",118,144,1557,6539,508,398,4429,4717
"2874","75242_2014-15","Riverside",1646,504,"5","756",1134,"153",102,132,1532,6581,487,408,4464,4676
"2875","75242_2015-16","Riverside",1568,535,"6","827",1075,"122",72,126,1567,6682,479,363,4485,4732
"2876","75242_2016-17","Riverside",1251,386,"1","609",867,"82",78,121,1537,6931,445,396,4631,4799
"2877","75259_2011-12","San Benito",18,8,"0","*",21,"5",0,6,2,320,164,108,314,286
"2878","75259_2012-13","San Benito",25,4,"2","*",17,"8",1,14,1,335,176,25,293,258
"2879","75259_2013-14","San Benito",124,17,"0","*",109,"30",2,10,3,332,166,23,278,256
"2880","75259_2014-15","San Benito",46,6,"0","*",31,"20",1,9,4,354,154,20,275,266
"2881","75267_2011-12","Shasta",421,131,"15","10",63,"405",59,51,21,186,1280,179,784,933
"2882","75267_2012-13","Shasta",424,126,"2","16",65,"397",70,43,25,195,1274,184,798,923
"2883","75267_2013-14","Shasta",481,104,"1","20",78,"395",91,34,33,205,1244,157,775,898
"2884","75267_2014-15","Shasta",289,123,"10","6",40,"295",61,39,40,204,1172,166,759,862
"2885","75267_2015-16","Shasta",342,128,"4","16",75,"315",60,38,29,174,1053,152,695,751
"2886","75267_2016-17","Shasta",503,194,"16","22",90,"497",71,29,26,178,896,136,611,654
"2887","75275_2011-12","Fresno",184,59,"2","2",29,"113",93,12,9,110,594,129,400,454
"2888","75275_2012-13","Fresno",135,43,"1","3",29,"93",52,11,11,97,539,123,364,417
"2889","75275_2013-14","Fresno",114,38,"0","0",20,"95",37,13,10,91,524,113,349,402
"2890","75275_2014-15","Fresno",200,34,"0","4",28,"136",65,9,10,77,488,99,322,361
"2891","75283_2011-12","Sacramento",1055,448,"59","694",427,"152",171,785,1266,1749,1036,883,2874,2845
"2892","75283_2012-13","Sacramento",869,365,"32","584",341,"104",173,772,1172,1785,984,1007,2868,2852
