"","dist_year","Expulsion_Female","Expulsion_Male","Expulsion_Total","Expulsion_Asian","Expulsion_Black","Expulsion_Hispanic","Expulsion_White","Expulsion_Other"
"480","67033_2011-12",20,116,136,4,11,84,33,4
"481","67041_2011-12",0,0,0,0,0,NA,0,NA
"482","67058_2011-12",0,0,0,0,0,0,0,0
"483","67082_2011-12",14,58,72,0,8,43,18,NA
"484","67090_2011-12",15,63,78,0,4,67,7,0
"485","67116_2011-12",0,8,8,0,2,2,4,0
"486","67124_2011-12",0,1,1,0,0,1,0,0
"487","67157_2011-12",0,2,2,0,0,2,0,NA
"488","67173_2011-12",33,111,144,0,25,91,25,3
"489","67181_2011-12",0,14,14,0,2,10,2,NA
"490","67199_2011-12",0,0,0,0,0,0,0,0
"491","67207_2011-12",0,0,0,0,0,0,0,0
"492","67215_2011-12",30,144,174,1,23,118,31,1
"493","67231_2011-12",1,8,9,0,0,4,5,NA
"494","67249_2011-12",5,13,18,0,6,10,2,NA
"495","67280_2011-12",0,0,0,0,NA,0,0,NA
"496","67314_2011-12",6,55,61,11,26,13,4,7
"497","67322_2011-12",0,0,0,NA,NA,0,0,NA
"498","67330_2011-12",10,67,77,1,21,17,32,6
"499","67348_2011-12",2,8,10,0,0,8,2,0
"500","67355_2011-12",0,0,0,0,0,0,0,0
"501","67413_2011-12",0,0,0,0,0,0,0,NA
"502","67421_2011-12",0,0,0,0,0,0,0,NA
"503","67439_2011-12",0,1,1,0,1,0,0,0
"504","67447_2011-12",14,51,65,1,16,17,26,5
"505","67454_2011-12",0,0,0,0,0,NA,0,NA
"506","67462_2011-12",NA,0,0,0,0,0,0,0
"507","67470_2011-12",2,11,13,0,0,10,3,0
"508","67488_2011-12",NA,NA,0,0,0,NA,NA,NA
"509","67504_2011-12",0,0,0,NA,NA,0,0,0
"510","67520_2011-12",NA,NA,NA,0,0,NA,NA,0
"511","67538_2011-12",2,13,15,0,0,13,1,NA
"512","67553_2011-12",0,0,0,NA,0,0,NA,0
"513","67561_2011-12",0,0,0,0,0,0,0,NA
"514","67579_2011-12",NA,NA,0,0,0,NA,NA,NA
"515","67587_2011-12",0,2,2,0,1,1,0,0
"516","67595_2011-12",0,0,0,0,0,0,0,0
"517","67611_2011-12",3,5,8,0,3,1,3,1
"518","67637_2011-12",0,0,0,0,0,0,0,NA
"519","67645_2011-12",0,1,1,0,0,1,0,0
"520","67652_2011-12",13,116,129,3,18,84,20,4
"521","67678_2011-12",3,32,35,0,2,31,1,NA
"522","67686_2011-12",11,41,52,0,2,46,2,2
"523","67694_2011-12",0,0,0,0,0,0,0,NA
"524","67702_2011-12",0,0,0,0,0,0,0,0
"525","67710_2011-12",5,45,50,0,4,41,2,3
"526","67736_2011-12",0,0,0,0,0,0,0,NA
"527","67777_2011-12",5,25,30,0,4,6,17,NA
"528","67785_2011-12",0,0,0,0,0,0,0,NA
"529","67793_2011-12",0,0,0,NA,NA,0,0,NA
"530","67801_2011-12",0,0,0,NA,0,0,0,NA
"531","67819_2011-12",1,2,3,0,0,2,0,NA
"532","67827_2011-12",0,0,0,0,0,0,0,0
"533","67843_2011-12",22,77,99,3,13,49,25,9
"534","67850_2011-12",8,48,56,0,16,37,3,0
"535","67868_2011-12",8,26,34,0,0,10,24,NA
"536","67876_2011-12",12,17,29,0,9,18,1,1
"537","67892_2011-12",0,0,0,NA,0,0,0,NA
"538","67918_2011-12",2,16,18,0,8,7,1,NA
"539","67934_2011-12",32,104,136,1,69,55,6,5
"540","67959_2011-12",2,13,15,0,1,9,5,0
"541","67967_2011-12",0,0,0,0,0,0,0,NA
"542","67975_2011-12",0,0,0,0,0,0,0,NA
"543","67983_2011-12",0,0,0,NA,NA,0,0,NA
"544","67991_2011-12",0,1,1,0,0,0,1,0
"545","68007_2011-12",0,0,0,0,NA,0,0,NA
"546","68023_2011-12",0,0,0,0,0,0,0,0
"547","68031_2011-12",0,0,0,0,0,0,0,NA
"548","68049_2011-12",0,0,0,0,0,0,0,NA
"549","68056_2011-12",0,0,0,0,0,0,0,NA
"550","68080_2011-12",0,0,0,0,0,0,0,NA
"551","68098_2011-12",0,0,0,0,0,0,0,0
"552","68106_2011-12",16,77,93,0,3,77,13,0
"553","68114_2011-12",0,0,0,0,0,0,0,0
"554","68122_2011-12",0,0,0,0,0,0,0,NA
"555","68130_2011-12",3,3,6,0,1,4,1,0
"556","68155_2011-12",0,0,0,0,0,0,0,NA
"557","68163_2011-12",0,0,0,0,0,0,0,NA
"558","68171_2011-12",0,0,0,NA,NA,0,0,NA
"559","68189_2011-12",0,1,1,0,0,1,0,NA
"560","68197_2011-12",0,2,2,0,0,2,0,0
"561","68205_2011-12",0,0,0,0,0,0,0,0
"562","68213_2011-12",0,0,0,0,0,0,0,0
"563","68221_2011-12",0,0,0,0,0,0,0,NA
"564","68296_2011-12",1,30,31,2,2,10,13,4
"565","68304_2011-12",2,12,14,0,0,8,6,0
"566","68312_2011-12",0,0,0,0,NA,0,0,NA
"567","68338_2011-12",34,168,202,7,39,129,16,11
"568","68346_2011-12",1,12,13,0,1,5,6,NA
"569","68353_2011-12",0,0,0,0,0,0,0,NA
"570","68361_2011-12",0,0,0,0,0,0,0,0
"571","68379_2011-12",0,0,0,0,0,0,0,NA
"572","68387_2011-12",0,0,0,0,0,0,0,NA
"573","68395_2011-12",0,0,0,0,0,0,0,0
"574","68403_2011-12",0,0,0,0,0,0,0,NA
"575","68411_2011-12",3,12,15,1,3,9,2,0
"576","68437_2011-12",0,1,1,NA,0,1,0,NA
"577","68452_2011-12",6,62,68,0,3,52,9,4
"578","68478_2011-12",10,23,33,6,12,8,1,6
"579","68486_2011-12",0,0,0,NA,NA,0,0,NA
"580","68502_2011-12",2,9,11,0,0,8,2,NA
"581","68544_2011-12",1,0,1,0,1,0,0,NA
"582","68569_2011-12",11,67,78,3,24,27,18,6
"583","68577_2011-12",0,7,7,0,1,5,1,NA
"584","68585_2011-12",21,85,106,6,19,51,25,5
"585","68593_2011-12",16,69,85,1,22,32,25,NA
"586","68619_2011-12",0,0,0,0,NA,0,0,NA
"587","68627_2011-12",0,0,0,0,0,0,0,0
"588","68635_2011-12",0,0,0,NA,0,0,0,NA
"589","68650_2011-12",1,10,11,0,0,5,4,2
"590","68676_2011-12",20,41,61,6,22,23,6,4
"591","68700_2011-12",0,0,0,0,0,0,0,NA
"592","68726_2011-12",0,0,0,NA,NA,0,0,NA
"593","68759_2011-12",16,52,68,0,2,34,30,2
"594","68791_2011-12",0,0,0,NA,NA,0,0,NA
"595","68809_2011-12",2,11,13,0,0,5,7,NA
"596","68825_2011-12",0,1,1,0,NA,0,0,NA
"597","68833_2011-12",0,2,2,NA,NA,1,1,NA
"598","68841_2011-12",1,5,6,0,0,2,4,NA
"599","68858_2011-12",0,0,0,0,0,0,0,NA
"600","68866_2011-12",0,0,0,0,0,0,0,NA
"601","68874_2011-12",0,0,0,0,0,0,0,NA
"602","68882_2011-12",0,0,0,0,0,0,0,NA
"603","68890_2011-12",0,0,0,0,0,0,0,NA
"604","68908_2011-12",0,0,0,0,NA,0,0,NA
"605","68916_2011-12",2,5,7,0,2,2,1,2
"606","68924_2011-12",0,11,11,0,1,9,0,1
"607","68932_2011-12",0,0,0,0,0,0,0,0
"608","68940_2011-12",0,0,0,0,NA,0,0,NA
"609","68957_2011-12",0,0,0,0,0,0,0,NA
"610","68965_2011-12",0,0,0,0,0,0,0,NA
"611","68973_2011-12",0,0,0,0,0,0,0,NA
"612","68981_2011-12",0,0,0,0,NA,0,0,NA
"613","68999_2011-12",0,2,2,0,0,2,0,NA
"614","69005_2011-12",4,17,21,0,0,20,0,1
"615","69013_2011-12",3,3,6,0,0,5,1,NA
"616","69021_2011-12",0,0,0,0,0,0,0,NA
"617","69039_2011-12",4,11,15,0,1,7,3,4
"618","69047_2011-12",9,28,37,5,2,20,7,3
"619","69062_2011-12",9,37,46,0,6,30,3,7
"620","69070_2011-12",10,39,49,0,5,20,7,17
"621","69088_2011-12",0,0,0,0,NA,0,0,NA
"622","69104_2011-12",0,0,0,0,NA,NA,0,NA
"623","69112_2011-12",0,0,0,0,0,0,0,NA
"624","69120_2011-12",0,2,2,0,0,2,0,0
"625","69138_2011-12",0,0,0,NA,NA,0,0,NA
"626","69146_2011-12",0,11,11,0,0,8,2,NA
"627","69161_2011-12",0,0,0,0,0,NA,0,NA
"628","69179_2011-12",0,0,0,NA,NA,0,0,NA
"629","69195_2011-12",0,0,0,0,0,0,0,NA
"630","69203_2011-12",0,0,0,0,NA,0,0,NA
"631","69211_2011-12",0,0,0,0,0,0,0,NA
"632","69229_2011-12",0,1,1,0,0,1,0,NA
"633","69245_2011-12",0,0,0,NA,NA,0,0,NA
"634","69252_2011-12",0,0,0,0,NA,0,0,NA
"635","69260_2011-12",0,0,0,0,0,0,0,NA
"636","69310_2011-12",2,9,11,0,0,10,1,NA
"637","69328_2011-12",0,0,0,NA,NA,0,0,NA
"638","69336_2011-12",0,0,0,0,NA,0,0,NA
"639","69344_2011-12",0,0,0,NA,0,0,0,NA
"640","69369_2011-12",0,2,2,0,0,2,0,NA
"641","69377_2011-12",2,10,12,2,0,7,1,2
"642","69385_2011-12",0,0,0,0,0,0,0,0
"643","69393_2011-12",2,2,4,0,0,3,1,0
"644","69401_2011-12",0,0,0,0,0,0,0,NA
"645","69419_2011-12",5,3,8,4,0,2,2,0
"646","69427_2011-12",6,32,38,3,0,32,0,3
"647","69435_2011-12",3,2,5,0,0,5,0,0
"648","69450_2011-12",7,18,25,3,2,18,1,1
"649","69468_2011-12",1,9,10,1,0,8,1,NA
"650","69484_2011-12",13,22,35,0,1,34,0,0
"651","69492_2011-12",0,0,0,NA,0,NA,0,NA
"652","69500_2011-12",0,0,0,0,NA,0,0,NA
"653","69518_2011-12",0,0,0,0,0,0,0,NA
"654","69526_2011-12",0,0,0,0,0,0,0,0
"655","69534_2011-12",0,6,6,0,0,1,5,NA
"656","69542_2011-12",0,0,0,NA,0,0,0,NA
"657","69575_2011-12",0,0,0,0,0,0,0,0
"658","69583_2011-12",0,0,0,0,0,0,0,0
"659","69591_2011-12",0,0,0,0,0,0,0,NA
"660","69609_2011-12",0,0,0,0,0,0,0,NA
"661","69617_2011-12",2,1,3,0,0,3,0,0
"662","69625_2011-12",4,14,18,0,0,13,5,0
"663","69633_2011-12",0,0,0,0,0,0,0,NA
"664","69641_2011-12",0,0,0,0,0,0,0,0
"665","69666_2011-12",10,53,63,0,3,46,12,2
"666","69674_2011-12",2,0,2,0,0,0,2,0
"667","69682_2011-12",0,0,0,0,NA,0,0,NA
"668","69690_2011-12",0,0,0,0,0,0,0,0
"669","69708_2011-12",2,3,5,1,0,2,1,1
"670","69732_2011-12",0,0,0,NA,0,NA,0,NA
"671","69757_2011-12",0,0,0,NA,0,NA,0,NA
"672","69765_2011-12",0,1,1,0,0,1,0,NA
"673","69773_2011-12",0,0,0,NA,NA,NA,0,NA
"674","69781_2011-12",0,0,0,NA,0,0,0,NA
"675","69799_2011-12",9,31,40,0,0,30,8,2
"676","69807_2011-12",0,0,0,0,0,0,0,0
"677","69815_2011-12",0,0,0,0,0,0,0,NA
"678","69823_2011-12",0,3,3,0,0,2,1,NA
"679","69849_2011-12",0,0,0,0,0,0,0,NA
"680","69856_2011-12",1,18,19,0,0,2,14,NA
"681","69872_2011-12",0,0,0,0,NA,0,0,0
"682","69880_2011-12",0,0,0,0,NA,0,0,NA
"683","69914_2011-12",0,0,0,0,0,0,0,NA
"684","69922_2011-12",0,0,0,0,NA,0,0,NA
"685","69948_2011-12",0,2,2,0,NA,1,0,NA
"686","69955_2011-12",0,0,0,0,0,0,0,NA
"687","69971_2011-12",2,2,4,0,0,3,1,0
"688","69989_2011-12",2,4,6,NA,NA,1,3,NA
"689","69997_2011-12",0,0,0,0,0,NA,0,NA
"690","70003_2011-12",0,0,0,0,NA,0,0,NA
"691","70011_2011-12",0,0,0,0,0,0,0,NA
"692","70029_2011-12",0,0,0,NA,NA,0,0,NA
"693","70037_2011-12",NA,NA,0,0,0,NA,NA,NA
"694","70045_2011-12",0,0,0,NA,NA,0,0,NA
"695","70052_2011-12",0,0,0,0,NA,0,0,NA
"696","70078_2011-12",0,0,0,NA,NA,0,0,NA
"697","70086_2011-12",NA,0,0,0,0,NA,0,0
"698","70094_2011-12",0,0,0,NA,NA,0,0,NA
"699","70110_2011-12",0,0,0,0,0,0,0,NA
"700","70128_2011-12",0,0,0,NA,NA,0,0,0
"701","70136_2011-12",2,15,17,1,3,3,9,1
"702","70169_2011-12",0,0,0,0,NA,NA,0,NA
"703","70177_2011-12",0,0,0,NA,NA,0,0,NA
"704","70185_2011-12",0,1,1,0,NA,NA,0,NA
"705","70193_2011-12",NA,NA,NA,0,NA,0,NA,0
"706","70201_2011-12",0,0,0,NA,NA,0,0,NA
"707","70227_2011-12",0,0,0,NA,0,NA,0,NA
"708","70243_2011-12",0,0,0,NA,0,0,0,NA
"709","70250_2011-12",0,1,1,0,0,0,1,NA
"710","70292_2011-12",NA,NA,0,0,0,NA,NA,NA
"711","70318_2011-12",0,0,0,0,NA,NA,0,NA
"712","70326_2011-12",0,0,0,0,NA,NA,0,NA
"713","70334_2011-12",0,0,0,0,0,NA,0,NA
"714","70359_2011-12",0,0,0,0,0,0,0,NA
"715","70367_2011-12",0,0,0,0,0,0,NA,NA
"716","70375_2011-12",0,0,0,0,0,NA,0,NA
"717","70383_2011-12",0,0,0,0,0,NA,0,NA
"718","70409_2011-12",0,0,0,0,NA,NA,0,NA
"719","70417_2011-12",0,0,0,0,0,0,0,NA
"720","70425_2011-12",0,0,0,NA,0,0,0,NA
"721","70458_2011-12",NA,NA,NA,0,0,0,NA,NA
"722","70466_2011-12",0,1,1,0,0,0,1,NA
"723","70482_2011-12",0,0,0,0,0,0,0,NA
"724","70490_2011-12",0,0,0,0,0,NA,0,NA
"725","70508_2011-12",0,0,0,0,NA,0,0,NA
"726","70516_2011-12",1,10,11,0,NA,1,9,NA
"727","70524_2011-12",0,0,0,0,0,0,0,0
"728","70532_2011-12",2,9,11,0,0,9,2,0
"729","70540_2011-12",28,65,93,0,28,33,14,18
"730","70565_2011-12",0,0,0,0,0,0,0,NA
"731","70573_2011-12",3,6,9,1,0,3,4,1
"732","70581_2011-12",2,12,14,0,11,1,2,0
"733","70599_2011-12",0,0,0,NA,NA,0,0,NA
"734","70607_2011-12",0,0,0,0,0,0,0,NA
"735","70615_2011-12",0,0,0,0,0,0,0,NA
"736","70623_2011-12",0,0,0,0,0,0,0,NA
"737","70649_2011-12",0,0,0,NA,0,0,0,NA
"738","70656_2011-12",0,0,0,NA,NA,0,0,NA
"739","70672_2011-12",0,0,0,NA,0,0,0,0
"740","70680_2011-12",0,0,0,NA,NA,0,0,NA
"741","70698_2011-12",0,0,0,0,0,0,0,NA
"742","70706_2011-12",0,0,0,NA,NA,0,0,NA
"743","70714_2011-12",0,0,0,0,NA,0,0,NA
"744","70722_2011-12",0,0,0,NA,0,0,0,NA
"745","70730_2011-12",0,0,0,0,0,0,0,NA
"746","70763_2011-12",0,0,0,0,0,0,0,NA
"747","70789_2011-12",0,0,0,NA,NA,0,0,NA
"748","70797_2011-12",0,0,0,0,0,0,0,NA
"749","70805_2011-12",0,0,0,0,0,0,0,NA
"750","70813_2011-12",0,0,0,0,NA,0,0,NA
"751","70821_2011-12",0,0,0,0,0,NA,0,NA
"752","70839_2011-12",0,0,0,0,0,0,0,NA
"753","70847_2011-12",0,0,0,0,0,0,0,NA
"754","70854_2011-12",0,0,0,0,0,0,0,NA
"755","70862_2011-12",7,63,70,4,2,31,32,NA
"756","70870_2011-12",0,0,0,0,0,0,0,NA
"757","70888_2011-12",NA,NA,0,0,0,NA,0,NA
"758","70896_2011-12",0,0,0,0,0,0,0,0
"759","70904_2011-12",0,0,0,0,0,0,0,NA
"760","70912_2011-12",0,0,0,0,0,0,0,0
"761","70920_2011-12",22,84,106,1,5,69,21,10
"762","70938_2011-12",0,0,0,0,0,0,0,NA
"763","70953_2011-12",4,33,37,1,0,25,9,NA
"764","70961_2011-12",0,2,2,0,NA,0,2,NA
"765","70979_2011-12",0,0,0,0,0,0,0,NA
"766","70995_2011-12",0,0,0,0,0,0,0,NA
"767","71001_2011-12",0,0,0,0,0,0,0,NA
"768","71019_2011-12",0,0,0,NA,NA,0,0,NA
"769","71035_2011-12",0,0,0,0,0,0,0,NA
"770","71043_2011-12",16,55,71,1,0,56,10,4
"771","71050_2011-12",0,0,0,0,0,0,0,NA
"772","71068_2011-12",1,4,5,0,0,3,2,NA
"773","71076_2011-12",3,22,25,1,2,14,7,1
"774","71084_2011-12",0,0,0,NA,0,0,0,NA
"775","71092_2011-12",0,0,0,0,0,0,0,NA
"776","71100_2011-12",0,0,0,0,0,0,0,NA
"777","71134_2011-12",0,0,0,0,NA,0,0,NA
"778","71142_2011-12",0,0,0,0,0,0,0,NA
"779","71159_2011-12",NA,NA,0,0,0,NA,NA,NA
"780","71167_2011-12",9,36,45,1,1,32,7,4
"781","71175_2011-12",28,96,124,8,8,69,28,11
"782","71209_2011-12",0,0,0,0,0,0,NA,NA
"783","71217_2011-12",4,11,15,0,2,8,4,1
"784","71233_2011-12",0,0,0,0,NA,0,0,NA
"785","71266_2011-12",1,2,3,0,0,0,2,1
"786","71274_2011-12",0,0,0,0,0,0,0,NA
"787","71282_2011-12",1,13,14,2,2,8,2,0
"788","71290_2011-12",0,1,1,0,0,0,0,1
"789","71324_2011-12",0,0,0,NA,0,0,0,NA
"790","71357_2011-12",0,1,1,NA,0,0,1,NA
"791","71365_2011-12",0,0,0,NA,NA,0,0,NA
"792","71373_2011-12",0,0,0,0,NA,0,0,NA
"793","71381_2011-12",0,0,0,0,NA,0,0,NA
"794","71399_2011-12",0,1,1,0,0,0,1,NA
"795","71407_2011-12",0,0,0,0,0,0,0,NA
"796","71415_2011-12",0,0,0,0,0,0,0,NA
"797","71423_2011-12",0,0,0,0,0,0,0,NA
"798","71431_2011-12",0,0,0,NA,0,0,0,NA
"799","71449_2011-12",0,0,0,0,NA,0,0,NA
"800","71456_2011-12",0,0,0,NA,0,0,0,0
"801","71464_2011-12",26,86,112,5,12,53,31,11
"802","71472_2011-12",0,1,1,NA,NA,0,1,NA
"803","71480_2011-12",0,0,0,0,NA,NA,0,NA
"804","71498_2011-12",1,5,6,0,0,3,3,NA
"805","71506_2011-12",0,0,0,0,NA,0,0,NA
"806","71514_2011-12",NA,0,0,NA,0,NA,0,0
"807","71522_2011-12",0,0,0,NA,NA,0,0,NA
"808","71530_2011-12",0,NA,0,0,0,NA,0,NA
"809","71548_2011-12",0,0,0,0,NA,0,0,NA
"810","71555_2011-12",0,0,0,0,0,0,0,0
"811","71563_2011-12",0,0,0,0,NA,0,0,NA
"812","71571_2011-12",0,0,0,0,NA,0,0,NA
"813","71589_2011-12",0,0,0,0,0,NA,0,NA
"814","71605_2011-12",0,0,0,0,NA,0,0,NA
"815","71613_2011-12",NA,NA,0,0,0,NA,0,NA
"816","71621_2011-12",0,0,0,0,0,0,0,NA
"817","71639_2011-12",0,3,3,0,0,1,2,NA
"818","71647_2011-12",0,0,0,NA,NA,NA,0,NA
"819","71654_2011-12",0,0,0,0,NA,0,0,NA
"820","71662_2011-12",0,0,0,0,0,NA,0,NA
"821","71670_2011-12",NA,NA,NA,0,0,NA,NA,0
"822","71688_2011-12",NA,0,0,0,0,0,0,NA
"823","71696_2011-12",0,0,0,NA,NA,0,0,NA
"824","71738_2011-12",0,0,0,0,0,NA,0,NA
"825","71746_2011-12",0,0,0,NA,0,NA,0,NA
"826","71761_2011-12",NA,0,0,0,0,NA,0,NA
"827","71795_2011-12",0,0,0,0,0,0,0,NA
"828","71803_2011-12",0,0,0,0,0,0,0,NA
"829","71811_2011-12",0,0,0,0,NA,0,0,NA
"830","71829_2011-12",0,0,0,0,NA,0,0,NA
"831","71837_2011-12",0,0,0,0,0,0,0,NA
"832","71845_2011-12",0,0,0,0,0,0,NA,0
"833","71852_2011-12",0,1,1,NA,NA,1,0,NA
"834","71860_2011-12",0,0,0,0,NA,0,0,NA
"835","71894_2011-12",0,0,0,NA,0,0,NA,NA
"836","71902_2011-12",0,0,0,NA,NA,0,0,NA
"837","71910_2011-12",0,0,0,0,0,0,0,NA
"838","71928_2011-12",0,0,0,0,0,0,0,NA
"839","71944_2011-12",0,0,0,NA,0,0,0,NA
"840","71951_2011-12",NA,NA,0,0,0,NA,0,NA
"841","71969_2011-12",0,0,0,NA,NA,0,0,NA
"842","71985_2011-12",0,0,0,NA,NA,0,0,NA
"843","71993_2011-12",2,5,7,0,NA,7,0,NA
"844","72009_2011-12",0,1,1,NA,0,0,1,NA
"845","72017_2011-12",0,0,0,NA,NA,0,0,NA
"846","72025_2011-12",0,0,0,NA,0,0,0,NA
"847","72033_2011-12",0,0,0,NA,NA,0,0,NA
"848","72041_2011-12",0,0,0,NA,0,0,0,NA
"849","72058_2011-12",0,0,0,NA,NA,0,NA,NA
"850","72082_2011-12",0,0,0,NA,NA,0,0,NA
"851","72090_2011-12",0,0,0,NA,0,0,0,NA
"852","72108_2011-12",0,0,0,0,0,0,0,NA
"853","72116_2011-12",0,0,0,NA,NA,0,0,NA
"854","72132_2011-12",0,0,0,NA,NA,0,0,NA
"855","72140_2011-12",0,0,0,NA,0,0,0,NA
"856","72157_2011-12",0,0,0,NA,NA,0,0,NA
"857","72173_2011-12",0,0,0,0,NA,0,0,NA
"858","72181_2011-12",0,0,0,0,0,0,0,NA
"859","72199_2011-12",0,0,0,NA,NA,0,0,NA
"860","72207_2011-12",0,0,0,NA,0,0,0,NA
"861","72215_2011-12",0,3,3,NA,0,3,0,NA
"862","72223_2011-12",0,0,0,NA,0,0,0,0
"863","72231_2011-12",0,5,5,0,1,4,0,NA
"864","72249_2011-12",0,0,0,0,0,0,0,0
"865","72256_2011-12",9,29,38,1,2,29,5,1
"866","72264_2011-12",0,0,0,0,NA,0,0,NA
"867","72272_2011-12",0,0,0,NA,NA,0,0,NA
"868","72280_2011-12",0,0,0,NA,NA,0,0,NA
"869","72298_2011-12",0,0,0,0,0,0,0,NA
"870","72306_2011-12",0,0,0,NA,NA,NA,0,NA
"871","72348_2011-12",0,2,2,NA,0,0,2,NA
"872","72355_2011-12",1,7,8,NA,NA,0,8,NA
"873","72363_2011-12",0,0,0,0,0,0,0,NA
"874","72371_2011-12",0,6,6,0,NA,0,4,NA
"875","72389_2011-12",1,13,14,0,2,2,10,NA
"876","72397_2011-12",0,4,4,0,NA,0,4,NA
"877","72405_2011-12",0,2,2,0,NA,0,2,NA
"878","72413_2011-12",1,11,12,NA,NA,1,5,NA
"879","72421_2011-12",0,1,1,NA,NA,0,1,NA
"880","72447_2011-12",0,0,0,NA,NA,0,0,NA
"881","72454_2011-12",0,0,0,0,0,0,0,NA
"882","72462_2011-12",3,11,14,0,0,14,0,NA
"883","72470_2011-12",0,0,0,0,0,0,0,NA
"884","72504_2011-12",0,0,0,0,0,0,0,NA
"885","72512_2011-12",0,0,0,0,0,0,0,NA
"886","72520_2011-12",0,0,0,0,0,0,0,NA
"887","72538_2011-12",1,9,10,0,0,10,0,0
"888","72546_2011-12",16,74,90,1,2,72,9,NA
"889","72553_2011-12",0,0,0,0,0,0,0,NA
"890","72561_2011-12",0,2,2,0,0,2,0,NA
"891","72579_2011-12",0,0,0,0,0,0,0,NA
"892","72587_2011-12",0,0,0,NA,NA,0,0,NA
"893","72595_2011-12",1,8,9,NA,NA,8,1,NA
"894","72603_2011-12",0,0,0,0,0,0,0,NA
"895","72611_2011-12",0,0,0,NA,NA,0,0,NA
"896","72652_2011-12",8,36,44,0,0,28,16,0
"897","72678_2011-12",0,4,4,1,0,2,1,NA
"898","72686_2011-12",0,1,1,0,0,1,0,NA
"899","72694_2011-12",2,19,21,0,6,11,4,NA
"900","72702_2011-12",1,1,2,NA,NA,2,0,NA
"901","72710_2011-12",4,12,16,0,0,13,2,1
"902","72728_2011-12",0,0,0,NA,NA,0,0,NA
"903","72736_2011-12",23,84,107,3,8,36,47,13
"904","72744_2011-12",0,1,1,0,1,0,0,NA
"905","72751_2011-12",0,0,0,0,0,0,0,NA
"906","72769_2011-12",0,0,0,0,0,0,0,NA
"907","73361_2011-12",0,0,0,NA,NA,0,0,NA
"908","73379_2011-12",0,0,0,0,0,0,0,NA
"909","73387_2011-12",6,12,18,2,1,8,4,3
"910","73437_2011-12",1,3,4,0,3,1,0,0
"911","73445_2011-12",0,18,18,0,0,17,1,0
"912","73452_2011-12",0,0,0,0,0,0,0,0
"913","73460_2011-12",0,0,0,0,0,0,0,NA
"914","73544_2011-12",0,0,0,NA,NA,0,0,NA
"915","73551_2011-12",12,24,36,0,1,17,17,1
"916","73569_2011-12",7,48,55,0,3,38,7,7
"917","73585_2011-12",0,0,0,NA,0,0,0,NA
"918","73593_2011-12",0,0,0,0,NA,0,0,NA
"919","73601_2011-12",1,7,8,0,0,8,0,NA
"920","73619_2011-12",5,2,7,0,NA,6,0,NA
"921","73635_2011-12",5,25,30,3,1,11,14,1
"922","73643_2011-12",2,2,4,0,1,3,0,0
"923","73650_2011-12",0,0,0,0,0,0,0,0
"924","73668_2011-12",0,0,0,0,NA,0,0,NA
"925","73676_2011-12",2,12,14,0,0,14,0,0
"926","73684_2011-12",0,0,0,NA,NA,0,0,NA
"927","73692_2011-12",0,0,0,0,NA,0,0,NA
"928","73700_2011-12",0,0,0,0,NA,0,0,NA
"929","73726_2011-12",0,0,0,0,0,0,0,NA
"930","73742_2011-12",3,8,11,0,3,2,6,0
"931","73759_2011-12",10,38,48,0,1,26,20,1
"932","73783_2011-12",4,0,4,0,NA,0,3,NA
"933","73791_2011-12",7,28,35,1,2,26,4,2
"934","73809_2011-12",0,3,3,NA,0,2,1,NA
"935","73825_2011-12",0,1,1,0,0,1,0,0
"936","73833_2011-12",0,0,0,NA,NA,NA,0,NA
"937","73858_2011-12",0,0,0,0,NA,0,0,NA
"938","73866_2011-12",0,0,0,NA,NA,0,0,NA
"939","73874_2011-12",0,0,0,0,0,0,0,NA
"940","73882_2011-12",0,0,0,0,0,0,0,0
"941","73890_2011-12",0,0,0,0,0,0,0,0
"942","73908_2011-12",1,10,11,NA,1,9,0,NA
"943","73916_2011-12",0,0,0,NA,NA,0,0,NA
"944","73924_2011-12",0,4,4,0,0,0,4,0
"945","73932_2011-12",0,0,0,0,NA,0,0,NA
"946","73940_2011-12",0,0,0,0,0,0,0,NA
"947","73957_2011-12",9,22,31,0,6,9,16,0
"948","73965_2011-12",19,103,122,10,28,57,14,13
"949","73973_2011-12",0,0,0,0,0,0,0,0
"950","73981_2011-12",0,0,0,0,0,0,0,0
"951","73999_2011-12",0,0,0,0,0,0,0,NA
"952","75002_2011-12",0,0,0,0,0,0,0,NA
"953","75010_2011-12",0,0,0,0,0,0,0,NA
"954","75028_2011-12",0,0,0,NA,NA,0,0,NA
"955","75036_2011-12",1,1,2,NA,0,0,2,NA
"956","75044_2011-12",32,102,134,2,23,62,41,6
"957","75051_2011-12",0,0,0,0,0,0,0,0
"958","75069_2011-12",3,7,10,0,3,5,2,0
"959","75077_2011-12",20,64,84,0,30,29,21,4
"960","75085_2011-12",1,13,14,0,0,3,10,1
"961","75093_2011-12",0,5,5,1,0,1,3,0
"962","75101_2011-12",0,4,4,1,0,1,2,0
"963","75119_2011-12",0,0,0,0,NA,0,0,NA
"964","75127_2011-12",1,18,19,0,NA,17,NA,NA
"965","75150_2011-12",0,0,0,NA,NA,0,0,0
"966","75168_2011-12",0,0,0,NA,NA,0,0,NA
"967","75176_2011-12",13,65,78,1,4,48,23,2
"968","75184_2011-12",0,0,0,NA,NA,0,0,NA
"969","75192_2011-12",30,89,119,1,15,38,50,15
