"","dist_year","Expulsion_Females","Expulsion_Males","Expulsion_Other","Expulsion_Asian","Expulsion_Black","Expulsion_White","Expulsion_Hispanic"
"10618","32276_2011-12","0","0",0,"*","0","0","0"
"10619","32276_2011-12","0","0",0,"*","0","0","0"
"10620","32276_2011-12","0","0",0,"*","0","0","0"
"10621","32276_2011-12","0","0",0,"*","0","0","0"
"10622","32276_2011-12","0","0",0,"*","0","0","0"
"10623","32276_2011-12","0","0",0,"*","0","0","0"
"10624","32276_2011-12","0","0",0,"*","0","0","0"
"10625","32276_2011-12","0","0",0,"*","0","0","0"
"10626","32276_2011-12","0","0",0,"*","0","*","0"
"10627","32276_2011-12","0","0",0,"*","0","*","0"
"10628","32276_2011-12","0","0",0,"*","0","*","0"
"10629","32276_2011-12","0","0",0,"*","0","*","0"
"10630","32276_2011-12","0","0",0,"*","0","*","0"
"10631","32276_2011-12","0","0",0,"*","0","*","0"
"10632","32276_2011-12","0","0",0,"*","0","*","0"
"10633","32276_2011-12","0","0",0,"*","0","*","0"
"10634","32276_2011-12","0","0",0,"*","0","0","0"
"10635","32276_2011-12","0","0",0,"*","0","0","0"
"10636","32276_2011-12","0","0",0,"*","0","0","0"
"10637","32276_2011-12","0","0",0,"*","0","0","0"
"10638","32276_2011-12","0","0",0,"*","0","0","0"
"10639","32276_2011-12","0","0",0,"*","0","0","0"
"10640","32276_2011-12","0","0",0,"*","0","0","0"
"10641","32276_2011-12","0","0",0,"*","0","0","0"
"10642","32276_2011-12","0","0",0,"*","0","*","0"
"10643","32276_2011-12","0","0",0,"*","0","*","0"
"10644","32276_2011-12","0","0",0,"*","0","*","0"
"10645","32276_2011-12","0","0",0,"*","0","*","0"
"10646","32276_2011-12","0","0",0,"*","0","*","0"
"10647","32276_2011-12","0","0",0,"*","0","*","0"
"10648","32276_2011-12","0","0",0,"*","0","*","0"
"10649","32276_2011-12","0","0",0,"*","0","*","0"
"10650","32276_2011-12","0","0",0,"*","0","0","0"
"10651","32276_2011-12","0","0",0,"*","0","0","0"
"10652","32276_2011-12","0","0",0,"*","0","0","0"
"10653","32276_2011-12","0","0",0,"*","0","0","0"
"10654","32276_2011-12","0","0",0,"*","0","0","0"
"10655","32276_2011-12","0","0",0,"*","0","0","0"
"10656","32276_2011-12","0","0",0,"*","0","0","0"
"10657","32276_2011-12","0","0",0,"*","0","0","0"
"10658","32276_2011-12","0","0",0,"0","0","*","0"
"10659","32276_2011-12","0","0",0,"0","0","*","0"
"10660","32276_2011-12","0","0",0,"0","0","*","0"
"10661","32276_2011-12","0","0",0,"0","0","*","0"
"10662","32276_2011-12","0","0",0,"0","0","*","0"
"10663","32276_2011-12","0","0",0,"0","0","*","0"
"10664","32276_2011-12","0","0",0,"0","0","*","0"
"10665","32276_2011-12","0","0",0,"0","0","*","0"
"10666","32276_2011-12","0","0",0,"0","0","0","0"
"10667","32276_2011-12","0","0",0,"0","0","0","0"
"10668","32276_2011-12","0","0",0,"0","0","0","0"
"10669","32276_2011-12","0","0",0,"0","0","0","0"
"10670","32276_2011-12","0","0",0,"0","0","0","0"
"10671","32276_2011-12","0","0",0,"0","0","0","0"
"10672","32276_2011-12","0","0",0,"0","0","0","0"
"10673","32276_2011-12","0","0",0,"0","0","0","0"
"10674","32276_2011-12","0","0",0,"0","0","*","0"
"10675","32276_2011-12","0","0",0,"0","0","*","0"
"10676","32276_2011-12","0","0",0,"0","0","*","0"
"10677","32276_2011-12","0","0",0,"0","0","*","0"
"10678","32276_2011-12","0","0",0,"0","0","*","0"
"10679","32276_2011-12","0","0",0,"0","0","*","0"
"10680","32276_2011-12","0","0",0,"0","0","*","0"
"10681","32276_2011-12","0","0",0,"0","0","*","0"
"10682","32276_2011-12","0","0",0,"0","0","0","0"
"10683","32276_2011-12","0","0",0,"0","0","0","0"
"10684","32276_2011-12","0","0",0,"0","0","0","0"
"10685","32276_2011-12","0","0",0,"0","0","0","0"
"10686","32276_2011-12","0","0",0,"0","0","0","0"
"10687","32276_2011-12","0","0",0,"0","0","0","0"
"10688","32276_2011-12","0","0",0,"0","0","0","0"
"10689","32276_2011-12","0","0",0,"0","0","0","0"
"10690","32276_2011-12","0","0",0,"0","0","*","0"
"10691","32276_2011-12","0","0",0,"0","0","*","0"
"10692","32276_2011-12","0","0",0,"0","0","*","0"
"10693","32276_2011-12","0","0",0,"0","0","*","0"
"10694","32276_2011-12","0","0",0,"0","0","*","0"
"10695","32276_2011-12","0","0",0,"0","0","*","0"
"10696","32276_2011-12","0","0",0,"0","0","*","0"
"10697","32276_2011-12","0","0",0,"0","0","*","0"
"10698","32276_2011-12","0","0",0,"0","0","0","0"
"10699","32276_2011-12","0","0",0,"0","0","0","0"
"10700","32276_2011-12","0","0",0,"0","0","0","0"
"10701","32276_2011-12","0","0",0,"0","0","0","0"
"10702","32276_2011-12","0","0",0,"0","0","0","0"
"10703","32276_2011-12","0","0",0,"0","0","0","0"
"10704","32276_2011-12","0","0",0,"0","0","0","0"
"10705","32276_2011-12","0","0",0,"0","0","0","0"
"10706","32276_2011-12","0","0",0,"0","0","*","0"
"10707","32276_2011-12","0","0",0,"0","0","*","0"
"10708","32276_2011-12","0","0",0,"0","0","*","0"
"10709","32276_2011-12","0","0",0,"0","0","*","0"
"10710","32276_2011-12","0","0",0,"0","0","*","0"
"10711","32276_2011-12","0","0",0,"0","0","*","0"
"10712","32276_2011-12","0","0",0,"0","0","*","0"
"10713","32276_2011-12","0","0",0,"0","0","*","0"
"10714","32276_2011-12","0","0",0,"0","0","0","0"
"10715","32276_2011-12","0","0",0,"0","0","0","0"
"10716","32276_2011-12","0","0",0,"0","0","0","0"
"10717","32276_2011-12","0","0",0,"0","0","0","0"
"10718","32276_2011-12","0","0",0,"0","0","0","0"
"10719","32276_2011-12","0","0",0,"0","0","0","0"
"10720","32276_2011-12","0","0",0,"0","0","0","0"
"10721","32276_2011-12","0","0",0,"0","0","0","0"
"10722","32276_2011-12","0","0",0,"*","0","*","0"
"10723","32276_2011-12","0","0",0,"*","0","*","0"
"10724","32276_2011-12","0","0",0,"*","0","*","0"
"10725","32276_2011-12","0","0",0,"*","0","*","0"
"10726","32276_2011-12","0","0",0,"*","0","*","0"
"10727","32276_2011-12","0","0",0,"*","0","*","0"
"10728","32276_2011-12","0","0",0,"*","0","*","0"
"10729","32276_2011-12","0","0",0,"*","0","*","0"
"10730","32276_2011-12","0","0",0,"*","0","0","0"
"10731","32276_2011-12","0","0",0,"*","0","0","0"
"10732","32276_2011-12","0","0",0,"*","0","0","0"
"10733","32276_2011-12","0","0",0,"*","0","0","0"
"10734","32276_2011-12","0","0",0,"*","0","0","0"
"10735","32276_2011-12","0","0",0,"*","0","0","0"
"10736","32276_2011-12","0","0",0,"*","0","0","0"
"10737","32276_2011-12","0","0",0,"*","0","0","0"
"10738","32276_2011-12","0","0",0,"*","0","*","0"
"10739","32276_2011-12","0","0",0,"*","0","*","0"
"10740","32276_2011-12","0","0",0,"*","0","*","0"
"10741","32276_2011-12","0","0",0,"*","0","*","0"
"10742","32276_2011-12","0","0",0,"*","0","*","0"
"10743","32276_2011-12","0","0",0,"*","0","*","0"
"10744","32276_2011-12","0","0",0,"*","0","*","0"
"10745","32276_2011-12","0","0",0,"*","0","*","0"
"10746","32276_2011-12","0","0",0,"*","0","0","0"
"10747","32276_2011-12","0","0",0,"*","0","0","0"
"10748","32276_2011-12","0","0",0,"*","0","0","0"
"10749","32276_2011-12","0","0",0,"*","0","0","0"
"10750","32276_2011-12","0","0",0,"*","0","0","0"
"10751","32276_2011-12","0","0",0,"*","0","0","0"
"10752","32276_2011-12","0","0",0,"*","0","0","0"
"10753","32276_2011-12","0","0",0,"*","0","0","0"
"10754","32276_2011-12","0","0",0,"*","0","*","0"
"10755","32276_2011-12","0","0",0,"*","0","*","0"
"10756","32276_2011-12","0","0",0,"*","0","*","0"
"10757","32276_2011-12","0","0",0,"*","0","*","0"
"10758","32276_2011-12","0","0",0,"*","0","*","0"
"10759","32276_2011-12","0","0",0,"*","0","*","0"
"10760","32276_2011-12","0","0",0,"*","0","*","0"
"10761","32276_2011-12","0","0",0,"*","0","*","0"
"10762","32276_2011-12","0","0",0,"*","0","0","0"
"10763","32276_2011-12","0","0",0,"*","0","0","0"
"10764","32276_2011-12","0","0",0,"*","0","0","0"
"10765","32276_2011-12","0","0",0,"*","0","0","0"
"10766","32276_2011-12","0","0",0,"*","0","0","0"
"10767","32276_2011-12","0","0",0,"*","0","0","0"
"10768","32276_2011-12","0","0",0,"*","0","0","0"
"10769","32276_2011-12","0","0",0,"*","0","0","0"
"10770","32276_2011-12","0","0",0,"*","0","*","0"
"10771","32276_2011-12","0","0",0,"*","0","*","0"
"10772","32276_2011-12","0","0",0,"*","0","*","0"
"10773","32276_2011-12","0","0",0,"*","0","*","0"
"10774","32276_2011-12","0","0",0,"*","0","*","0"
"10775","32276_2011-12","0","0",0,"*","0","*","0"
"10776","32276_2011-12","0","0",0,"*","0","*","0"
"10777","32276_2011-12","0","0",0,"*","0","*","0"
"10778","32276_2011-12","0","0",0,"*","0","0","0"
"10779","32276_2011-12","0","0",0,"*","0","0","0"
"10780","32276_2011-12","0","0",0,"*","0","0","0"
"10781","32276_2011-12","0","0",0,"*","0","0","0"
"10782","32276_2011-12","0","0",0,"*","0","0","0"
"10783","32276_2011-12","0","0",0,"*","0","0","0"
"10784","32276_2011-12","0","0",0,"*","0","0","0"
"10785","32276_2011-12","0","0",0,"*","0","0","0"
"10786","32276_2011-12","0","0",0,"*","0","*","0"
"10787","32276_2011-12","0","0",0,"*","0","*","0"
"10788","32276_2011-12","0","0",0,"*","0","*","0"
"10789","32276_2011-12","0","0",0,"*","0","*","0"
"10790","32276_2011-12","0","0",0,"*","0","*","0"
"10791","32276_2011-12","0","0",0,"*","0","*","0"
"10792","32276_2011-12","0","0",0,"*","0","*","0"
"10793","32276_2011-12","0","0",0,"*","0","*","0"
"10794","32276_2011-12","0","0",0,"*","0","0","0"
"10795","32276_2011-12","0","0",0,"*","0","0","0"
"10796","32276_2011-12","0","0",0,"*","0","0","0"
"10797","32276_2011-12","0","0",0,"*","0","0","0"
"10798","32276_2011-12","0","0",0,"*","0","0","0"
"10799","32276_2011-12","0","0",0,"*","0","0","0"
"10800","32276_2011-12","0","0",0,"*","0","0","0"
"10801","32276_2011-12","0","0",0,"*","0","0","0"
"10802","32276_2011-12","0","0",0,"*","0","*","0"
"10803","32276_2011-12","0","0",0,"*","0","*","0"
"10804","32276_2011-12","0","0",0,"*","0","*","0"
"10805","32276_2011-12","0","0",0,"*","0","*","0"
"10806","32276_2011-12","0","0",0,"*","0","*","0"
"10807","32276_2011-12","0","0",0,"*","0","*","0"
"10808","32276_2011-12","0","0",0,"*","0","*","0"
"10809","32276_2011-12","0","0",0,"*","0","*","0"
"10810","32276_2011-12","0","0",0,"*","0","0","0"
"10811","32276_2011-12","0","0",0,"*","0","0","0"
"10812","32276_2011-12","0","0",0,"*","0","0","0"
"10813","32276_2011-12","0","0",0,"*","0","0","0"
"10814","32276_2011-12","0","0",0,"*","0","0","0"
"10815","32276_2011-12","0","0",0,"*","0","0","0"
"10816","32276_2011-12","0","0",0,"*","0","0","0"
"10817","32276_2011-12","0","0",0,"*","0","0","0"
"10818","32276_2011-12","0","0",0,"*","0","*","0"
"10819","32276_2011-12","0","0",0,"*","0","*","0"
"10820","32276_2011-12","0","0",0,"*","0","*","0"
"10821","32276_2011-12","0","0",0,"*","0","*","0"
"10822","32276_2011-12","0","0",0,"*","0","*","0"
"10823","32276_2011-12","0","0",0,"*","0","*","0"
"10824","32276_2011-12","0","0",0,"*","0","*","0"
"10825","32276_2011-12","0","0",0,"*","0","*","0"
"10826","32276_2011-12","0","0",0,"*","0","0","0"
"10827","32276_2011-12","0","0",0,"*","0","0","0"
"10828","32276_2011-12","0","0",0,"*","0","0","0"
"10829","32276_2011-12","0","0",0,"*","0","0","0"
"10830","32276_2011-12","0","0",0,"*","0","0","0"
"10831","32276_2011-12","0","0",0,"*","0","0","0"
"10832","32276_2011-12","0","0",0,"*","0","0","0"
"10833","32276_2011-12","0","0",0,"*","0","0","0"
"10834","32276_2011-12","0","0",0,"*","0","*","0"
"10835","32276_2011-12","0","0",0,"*","0","*","0"
"10836","32276_2011-12","0","0",0,"*","0","*","0"
"10837","32276_2011-12","0","0",0,"*","0","*","0"
"10838","32276_2011-12","0","0",0,"*","0","*","0"
"10839","32276_2011-12","0","0",0,"*","0","*","0"
"10840","32276_2011-12","0","0",0,"*","0","*","0"
"10841","32276_2011-12","0","0",0,"*","0","*","0"
"10842","32276_2011-12","0","0",0,"*","0","0","0"
"10843","32276_2011-12","0","0",0,"*","0","0","0"
"10844","32276_2011-12","0","0",0,"*","0","0","0"
"10845","32276_2011-12","0","0",0,"*","0","0","0"
"10846","32276_2011-12","0","0",0,"*","0","0","0"
"10847","32276_2011-12","0","0",0,"*","0","0","0"
"10848","32276_2011-12","0","0",0,"*","0","0","0"
"10849","32276_2011-12","0","0",0,"*","0","0","0"
"10850","32276_2011-12","0","0",0,"*","0","*","0"
"10851","32276_2011-12","0","0",0,"*","0","*","0"
"10852","32276_2011-12","0","0",0,"*","0","*","0"
"10853","32276_2011-12","0","0",0,"*","0","*","0"
"10854","32276_2011-12","0","0",0,"*","0","*","0"
"10855","32276_2011-12","0","0",0,"*","0","*","0"
"10856","32276_2011-12","0","0",0,"*","0","*","0"
"10857","32276_2011-12","0","0",0,"*","0","*","0"
"10858","32276_2011-12","0","0",0,"*","0","0","0"
"10859","32276_2011-12","0","0",0,"*","0","0","0"
"10860","32276_2011-12","0","0",0,"*","0","0","0"
"10861","32276_2011-12","0","0",0,"*","0","0","0"
"10862","32276_2011-12","0","0",0,"*","0","0","0"
"10863","32276_2011-12","0","0",0,"*","0","0","0"
"10864","32276_2011-12","0","0",0,"*","0","0","0"
"10865","32276_2011-12","0","0",0,"*","0","0","0"
"10866","32276_2011-12","0","0",0,"*","0","*","0"
"10867","32276_2011-12","0","0",0,"*","0","*","0"
"10868","32276_2011-12","0","0",0,"*","0","*","0"
"10869","32276_2011-12","0","0",0,"*","0","*","0"
"10870","32276_2011-12","0","0",0,"*","0","*","0"
"10871","32276_2011-12","0","0",0,"*","0","*","0"
"10872","32276_2011-12","0","0",0,"*","0","*","0"
"10873","32276_2011-12","0","0",0,"*","0","*","0"
"10874","32276_2011-12","0","0",0,"*","0","0","0"
"10875","32276_2011-12","0","0",0,"*","0","0","0"
"10876","32276_2011-12","0","0",0,"*","0","0","0"
"10877","32276_2011-12","0","0",0,"*","0","0","0"
"10878","32276_2011-12","0","0",0,"*","0","0","0"
"10879","32276_2011-12","0","0",0,"*","0","0","0"
"10880","32276_2011-12","0","0",0,"*","0","0","0"
"10881","32276_2011-12","0","0",0,"*","0","0","0"
"10882","32276_2011-12","0","0",0,"*","0","*","0"
"10883","32276_2011-12","0","0",0,"*","0","*","0"
"10884","32276_2011-12","0","0",0,"*","0","*","0"
"10885","32276_2011-12","0","0",0,"*","0","*","0"
"10886","32276_2011-12","0","0",0,"*","0","*","0"
"10887","32276_2011-12","0","0",0,"*","0","*","0"
"10888","32276_2011-12","0","0",0,"*","0","*","0"
"10889","32276_2011-12","0","0",0,"*","0","*","0"
"10890","32276_2011-12","0","0",0,"*","0","0","0"
"10891","32276_2011-12","0","0",0,"*","0","0","0"
"10892","32276_2011-12","0","0",0,"*","0","0","0"
"10893","32276_2011-12","0","0",0,"*","0","0","0"
"10894","32276_2011-12","0","0",0,"*","0","0","0"
"10895","32276_2011-12","0","0",0,"*","0","0","0"
"10896","32276_2011-12","0","0",0,"*","0","0","0"
"10897","32276_2011-12","0","0",0,"*","0","0","0"
"10898","32276_2011-12","0","0",0,"*","0","*","0"
"10899","32276_2011-12","0","0",0,"*","0","*","0"
"10900","32276_2011-12","0","0",0,"*","0","*","0"
"10901","32276_2011-12","0","0",0,"*","0","*","0"
"10902","32276_2011-12","0","0",0,"*","0","*","0"
"10903","32276_2011-12","0","0",0,"*","0","*","0"
"10904","32276_2011-12","0","0",0,"*","0","*","0"
"10905","32276_2011-12","0","0",0,"*","0","*","0"
"10906","32276_2011-12","0","0",0,"*","0","0","0"
"10907","32276_2011-12","0","0",0,"*","0","0","0"
"10908","32276_2011-12","0","0",0,"*","0","0","0"
"10909","32276_2011-12","0","0",0,"*","0","0","0"
"10910","32276_2011-12","0","0",0,"*","0","0","0"
"10911","32276_2011-12","0","0",0,"*","0","0","0"
"10912","32276_2011-12","0","0",0,"*","0","0","0"
"10913","32276_2011-12","0","0",0,"*","0","0","0"
"10914","32276_2011-12","0","0",0,"0","0","*","0"
"10915","32276_2011-12","0","0",0,"0","0","*","0"
"10916","32276_2011-12","0","0",0,"0","0","*","0"
"10917","32276_2011-12","0","0",0,"0","0","*","0"
"10918","32276_2011-12","0","0",0,"0","0","*","0"
"10919","32276_2011-12","0","0",0,"0","0","*","0"
"10920","32276_2011-12","0","0",0,"0","0","*","0"
"10921","32276_2011-12","0","0",0,"0","0","*","0"
"10922","32276_2011-12","0","0",0,"0","0","0","0"
"10923","32276_2011-12","0","0",0,"0","0","0","0"
"10924","32276_2011-12","0","0",0,"0","0","0","0"
"10925","32276_2011-12","0","0",0,"0","0","0","0"
"10926","32276_2011-12","0","0",0,"0","0","0","0"
"10927","32276_2011-12","0","0",0,"0","0","0","0"
"10928","32276_2011-12","0","0",0,"0","0","0","0"
"10929","32276_2011-12","0","0",0,"0","0","0","0"
"10930","32276_2011-12","0","0",0,"0","0","*","0"
"10931","32276_2011-12","0","0",0,"0","0","*","0"
"10932","32276_2011-12","0","0",0,"0","0","*","0"
"10933","32276_2011-12","0","0",0,"0","0","*","0"
"10934","32276_2011-12","0","0",0,"0","0","*","0"
"10935","32276_2011-12","0","0",0,"0","0","*","0"
"10936","32276_2011-12","0","0",0,"0","0","*","0"
"10937","32276_2011-12","0","0",0,"0","0","*","0"
"10938","32276_2011-12","0","0",0,"0","0","0","0"
"10939","32276_2011-12","0","0",0,"0","0","0","0"
"10940","32276_2011-12","0","0",0,"0","0","0","0"
"10941","32276_2011-12","0","0",0,"0","0","0","0"
"10942","32276_2011-12","0","0",0,"0","0","0","0"
"10943","32276_2011-12","0","0",0,"0","0","0","0"
"10944","32276_2011-12","0","0",0,"0","0","0","0"
"10945","32276_2011-12","0","0",0,"0","0","0","0"
"10946","32276_2011-12","0","0",0,"0","0","*","0"
"10947","32276_2011-12","0","0",0,"0","0","*","0"
"10948","32276_2011-12","0","0",0,"0","0","*","0"
"10949","32276_2011-12","0","0",0,"0","0","*","0"
"10950","32276_2011-12","0","0",0,"0","0","*","0"
"10951","32276_2011-12","0","0",0,"0","0","*","0"
"10952","32276_2011-12","0","0",0,"0","0","*","0"
"10953","32276_2011-12","0","0",0,"0","0","*","0"
"10954","32276_2011-12","0","0",0,"0","0","0","0"
"10955","32276_2011-12","0","0",0,"0","0","0","0"
"10956","32276_2011-12","0","0",0,"0","0","0","0"
"10957","32276_2011-12","0","0",0,"0","0","0","0"
"10958","32276_2011-12","0","0",0,"0","0","0","0"
"10959","32276_2011-12","0","0",0,"0","0","0","0"
"10960","32276_2011-12","0","0",0,"0","0","0","0"
"10961","32276_2011-12","0","0",0,"0","0","0","0"
"10962","32276_2011-12","0","0",0,"0","0","*","0"
"10963","32276_2011-12","0","0",0,"0","0","*","0"
"10964","32276_2011-12","0","0",0,"0","0","*","0"
"10965","32276_2011-12","0","0",0,"0","0","*","0"
"10966","32276_2011-12","0","0",0,"0","0","*","0"
"10967","32276_2011-12","0","0",0,"0","0","*","0"
"10968","32276_2011-12","0","0",0,"0","0","*","0"
"10969","32276_2011-12","0","0",0,"0","0","*","0"
"10970","32276_2011-12","0","0",0,"0","0","0","0"
"10971","32276_2011-12","0","0",0,"0","0","0","0"
"10972","32276_2011-12","0","0",0,"0","0","0","0"
"10973","32276_2011-12","0","0",0,"0","0","0","0"
"10974","32276_2011-12","0","0",0,"0","0","0","0"
"10975","32276_2011-12","0","0",0,"0","0","0","0"
"10976","32276_2011-12","0","0",0,"0","0","0","0"
"10977","32276_2011-12","0","0",0,"0","0","0","0"
"10978","32276_2011-12","0","0",0,"*","0","*","0"
"10979","32276_2011-12","0","0",0,"*","0","*","0"
"10980","32276_2011-12","0","0",0,"*","0","*","0"
"10981","32276_2011-12","0","0",0,"*","0","*","0"
"10982","32276_2011-12","0","0",0,"*","0","*","0"
"10983","32276_2011-12","0","0",0,"*","0","*","0"
"10984","32276_2011-12","0","0",0,"*","0","*","0"
"10985","32276_2011-12","0","0",0,"*","0","*","0"
"10986","32276_2011-12","0","0",0,"*","0","0","0"
"10987","32276_2011-12","0","0",0,"*","0","0","0"
"10988","32276_2011-12","0","0",0,"*","0","0","0"
"10989","32276_2011-12","0","0",0,"*","0","0","0"
"10990","32276_2011-12","0","0",0,"*","0","0","0"
"10991","32276_2011-12","0","0",0,"*","0","0","0"
"10992","32276_2011-12","0","0",0,"*","0","0","0"
"10993","32276_2011-12","0","0",0,"*","0","0","0"
"10994","32276_2011-12","0","0",0,"*","0","*","0"
"10995","32276_2011-12","0","0",0,"*","0","*","0"
"10996","32276_2011-12","0","0",0,"*","0","*","0"
"10997","32276_2011-12","0","0",0,"*","0","*","0"
"10998","32276_2011-12","0","0",0,"*","0","*","0"
"10999","32276_2011-12","0","0",0,"*","0","*","0"
"11000","32276_2011-12","0","0",0,"*","0","*","0"
"11001","32276_2011-12","0","0",0,"*","0","*","0"
"11002","32276_2011-12","0","0",0,"*","0","0","0"
"11003","32276_2011-12","0","0",0,"*","0","0","0"
"11004","32276_2011-12","0","0",0,"*","0","0","0"
"11005","32276_2011-12","0","0",0,"*","0","0","0"
"11006","32276_2011-12","0","0",0,"*","0","0","0"
"11007","32276_2011-12","0","0",0,"*","0","0","0"
"11008","32276_2011-12","0","0",0,"*","0","0","0"
"11009","32276_2011-12","0","0",0,"*","0","0","0"
"11010","32276_2011-12","0","0",0,"*","0","*","0"
"11011","32276_2011-12","0","0",0,"*","0","*","0"
"11012","32276_2011-12","0","0",0,"*","0","*","0"
"11013","32276_2011-12","0","0",0,"*","0","*","0"
"11014","32276_2011-12","0","0",0,"*","0","*","0"
"11015","32276_2011-12","0","0",0,"*","0","*","0"
"11016","32276_2011-12","0","0",0,"*","0","*","0"
"11017","32276_2011-12","0","0",0,"*","0","*","0"
"11018","32276_2011-12","0","0",0,"*","0","0","0"
"11019","32276_2011-12","0","0",0,"*","0","0","0"
"11020","32276_2011-12","0","0",0,"*","0","0","0"
