"","dist_year","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"4448","73460_2016-17",4650,191,1811,697,692,3882,4159
"4449","73544_2011-12",0,1,91,135,2,117,112
"4450","73544_2012-13",0,1,104,118,5,117,111
"4451","73544_2013-14",4,1,95,116,8,110,114
"4452","73544_2014-15",4,1,95,125,5,116,114
"4453","73544_2015-16",2,1,95,111,4,114,99
"4454","73544_2016-17",3,4,97,122,4,108,122
"4455","73551_2011-12",289,110,1284,2947,360,2417,2573
"4456","73551_2012-13",334,103,1302,2996,371,2449,2657
"4457","73551_2013-14",354,101,1338,3022,392,2539,2668
"4458","73551_2014-15",374,97,1316,3049,377,2535,2678
"4459","73551_2015-16",350,77,1442,2985,469,2566,2757
"4460","73551_2016-17",343,79,1527,3051,479,2641,2838
"4461","73569_2011-12",172,678,5017,2372,746,4357,4628
"4462","73569_2012-13",179,645,4895,2293,771,4229,4554
"4463","73569_2013-14",191,650,4950,2285,791,4309,4558
"4464","73569_2014-15",202,589,4935,2192,851,4236,4533
"4465","73569_2015-16",204,529,5017,2178,902,4272,4558
"4466","73569_2016-17",214,499,4973,2160,953,4224,4575
"4467","73585_2011-12",2,4,75,266,36,168,215
"4468","73585_2012-13",3,4,63,259,35,164,200
"4469","73585_2013-14",5,3,62,258,25,151,202
"4470","73585_2014-15",4,8,56,257,30,167,188
"4471","73585_2015-16",4,5,63,252,40,167,197
"4472","73585_2016-17",6,5,68,267,46,172,220
"4473","73601_2011-12",14,19,886,322,23,592,672
"4474","73601_2012-13",12,24,916,286,29,620,647
"4475","73601_2013-14",11,12,908,265,45,604,637
"4476","73601_2014-15",13,18,940,281,45,642,655
"4477","73601_2015-16",9,23,978,268,42,655,665
"4478","73601_2016-17",6,24,1005,261,45,663,678
"4479","73619_2011-12",7,2,563,194,11,366,411
"4480","73619_2012-13",9,1,568,193,8,377,402
"4481","73619_2013-14",11,1,635,182,10,403,436
"4482","73619_2014-15",12,6,661,186,18,446,437
"4483","73619_2015-16",10,7,687,190,19,450,463
"4484","73619_2016-17",9,8,683,174,24,443,455
"4485","73635_2011-12",1089,294,4125,8824,1218,7515,8035
"4486","73635_2012-13",1010,276,4191,8387,1319,7332,7851
"4487","73635_2013-14",987,269,4268,7879,1304,7059,7648
"4488","73635_2014-15",993,246,4299,7499,1338,6900,7475
"4489","73635_2015-16",1002,247,4448,7186,1393,6897,7379
"4490","73635_2016-17",984,221,4522,6851,1397,6739,7236
"4491","73643_2011-12",1615,274,4851,3485,462,5224,5463
"4492","73643_2012-13",1708,266,5006,3473,497,5341,5609
"4493","73643_2013-14",1792,251,5253,3515,533,5548,5796
"4494","73643_2014-15",1863,245,5301,3503,582,5662,5832
"4495","73643_2015-16",1979,235,5462,3448,621,5765,5980
"4496","73643_2016-17",2106,223,5558,3454,663,5876,6128
"4497","73650_2011-12",5522,300,1355,4917,978,6283,6789
"4498","73650_2012-13",5824,313,1373,4849,1022,6356,7025
"4499","73650_2013-14",6050,322,1385,4828,1097,6560,7122
"4500","73650_2014-15",6439,328,1417,4905,1146,6802,7433
"4501","73650_2015-16",6756,327,1441,4946,1184,6970,7684
"4502","73650_2016-17",7090,350,1488,4960,1326,7299,7915
"4503","73668_2013-14",0,1,71,85,29,84,102
"4504","73668_2014-15",1,0,57,73,20,68,83
"4505","73668_2015-16",0,1,58,68,16,70,73
"4506","73668_2016-17",1,0,71,70,17,78,81
"4507","73676_2011-12",10,11,7451,114,156,3721,4021
"4508","73676_2012-13",11,13,7615,100,171,3794,4116
"4509","73676_2013-14",3,13,7752,76,187,3864,4167
"4510","73676_2014-15",7,23,7770,98,140,3896,4142
"4511","73676_2015-16",4,18,7906,79,125,3949,4183
"4512","73676_2016-17",6,14,7993,71,114,4007,4191
"4513","73684_2011-12",0,0,50,40,43,61,72
"4514","73684_2012-13",3,0,50,76,12,62,79
"4515","73684_2014-15",1,0,61,64,11,58,79
"4516","73692_2013-14",3,1,271,216,24,241,274
"4517","73692_2014-15",2,1,293,203,19,256,262
"4518","73692_2015-16",5,1,298,201,25,259,271
"4519","73692_2016-17",5,1,304,228,19,278,279
"4520","73742_2011-12",66,139,502,1462,126,1090,1205
"4521","73742_2012-13",66,129,542,1405,124,1107,1159
"4522","73742_2013-14",57,143,541,1367,133,1075,1166
"4523","73742_2014-15",58,129,546,1360,123,1069,1147
"4524","73742_2015-16",56,136,570,1350,121,1054,1179
"4525","73742_2016-17",71,151,564,1378,145,1099,1210
"4526","73759_2011-12",932,205,2162,7125,429,5149,5704
"4527","73759_2012-13",958,198,2219,7041,479,5202,5693
"4528","73759_2013-14",957,200,2262,6718,507,5077,5567
"4529","73759_2014-15",984,200,2315,6453,532,4978,5506
"4530","73759_2015-16",986,185,2407,6190,615,4960,5423
"4531","73759_2016-17",1018,174,2452,5916,616,4906,5270
"4532","73791_2011-12",351,255,3873,3090,427,3907,4089
"4533","73791_2012-13",384,259,3902,3212,448,4005,4200
"4534","73791_2013-14",380,245,3922,3373,455,4095,4280
"4535","73791_2014-15",420,238,4010,3525,471,4233,4431
"4536","73791_2015-16",456,254,4157,3600,508,4406,4569
"4537","73791_2016-17",480,235,4239,3925,368,4460,4787
"4538","73809_2011-12",2,3,955,71,2,481,552
"4539","73809_2012-13",2,8,956,73,1,493,547
"4540","73809_2013-14",1,6,971,76,0,489,565
"4541","73809_2014-15",1,3,964,67,0,482,553
"4542","73809_2015-16",1,4,957,61,0,464,559
"4543","73809_2016-17",1,3,977,50,2,492,541
"4544","73825_2011-12",14,15,1468,409,74,989,991
"4545","73825_2012-13",15,12,1463,338,52,924,956
"4546","73825_2013-14",11,12,1518,316,44,914,987
"4547","73825_2014-15",8,11,1561,298,49,931,996
"4548","73825_2015-16",11,10,1649,274,55,974,1025
"4549","73825_2016-17",10,7,1669,287,61,999,1035
"4550","73833_2011-12",1,0,2,41,8,22,30
"4551","73866_2011-12",0,1,31,88,10,58,72
"4552","73866_2012-13",0,1,33,93,9,57,79
"4553","73874_2011-12",282,36,110,1782,49,1048,1211
"4554","73874_2012-13",308,47,148,1838,64,1141,1264
"4555","73874_2013-14",315,48,183,1894,75,1220,1295
"4556","73874_2014-15",367,53,192,1813,79,1227,1277
"4557","73874_2015-16",388,51,214,1778,97,1263,1265
"4558","73874_2016-17",402,35,240,1701,119,1243,1254
"4559","73882_2011-12",141,79,943,1513,192,1386,1482
"4560","73882_2012-13",137,78,965,1422,182,1363,1421
"4561","73882_2013-14",121,70,973,1391,286,1358,1483
"4562","73882_2014-15",116,71,1087,1444,234,1414,1538
"4563","73882_2015-16",124,83,1116,1487,242,1484,1568
"4564","73882_2016-17",111,72,1191,1507,273,1509,1645
"4565","73890_2011-12",7,113,247,395,79,399,442
"4566","73890_2012-13",9,107,243,366,95,366,454
"4567","73890_2013-14",10,105,238,372,87,368,444
"4568","73890_2014-15",12,103,227,322,89,368,385
"4569","73890_2015-16",16,103,220,299,72,338,372
"4570","73890_2016-17",10,107,230,285,105,354,383
"4571","73908_2011-12",0,8,1294,22,7,674,657
"4572","73908_2012-13",0,8,1289,20,6,652,671
"4573","73908_2013-14",5,5,1328,17,8,685,678
"4574","73908_2014-15",4,5,1353,16,12,698,692
"4575","73908_2015-16",5,8,1411,14,6,714,730
"4576","73908_2016-17",4,8,1442,14,7,728,747
"4577","73916_2011-12",3,6,15,127,33,89,95
"4578","73916_2012-13",2,4,20,130,35,92,99
"4579","73916_2013-14",2,1,19,125,36,88,95
"4580","73916_2014-15",1,1,20,123,34,83,96
"4581","73916_2015-16",1,1,20,120,34,74,102
"4582","73916_2016-17",1,1,22,119,34,79,98
"4583","73924_2011-12",508,165,968,2859,359,2440,2419
"4584","73924_2012-13",510,166,1062,2819,404,2511,2450
"4585","73924_2013-14",509,165,1066,2683,427,2462,2388
"4586","73924_2014-15",500,158,1110,2604,457,2458,2371
"4587","73924_2015-16",535,159,1180,2595,472,2515,2426
"4588","73924_2016-17",560,157,1205,2469,482,2466,2407
"4589","73932_2011-12",13,3,1001,36,0,496,557
"4590","73932_2012-13",18,6,1082,25,0,517,614
"4591","73932_2013-14",16,3,1086,16,0,521,600
"4592","73932_2014-15",27,3,1020,16,0,510,556
"4593","73932_2015-16",4,1,1006,29,0,497,543
"4594","73932_2016-17",2,1,1015,34,2,513,541
"4595","73940_2011-12",204,52,1311,1904,135,1792,1814
"4596","73940_2012-13",207,54,1329,1750,144,1692,1792
"4597","73940_2013-14",193,57,1303,1657,140,1639,1711
"4598","73940_2014-15",185,57,1329,1523,158,1603,1649
"4599","73940_2015-16",185,61,1350,1485,158,1606,1633
"4600","73940_2016-17",174,58,1339,1385,170,1579,1547
"4601","73957_2011-12",107,243,1512,2134,175,1990,2181
"4602","73957_2012-13",114,232,1503,2031,132,1908,2104
"4603","73957_2013-14",108,233,1501,1896,152,1858,2032
"4604","73957_2014-15",103,235,1555,1741,178,1841,1971
"4605","73957_2015-16",98,259,1593,1633,215,1861,1937
"4606","73957_2016-17",80,239,1677,1492,217,1835,1870
"4607","73965_2011-12",931,742,3429,1395,285,3286,3496
"4608","73965_2012-13",922,754,3587,1374,253,3342,3548
"4609","73965_2013-14",907,764,3708,1316,260,3346,3609
"4610","73965_2014-15",898,741,3800,1270,265,3322,3652
"4611","73965_2015-16",921,699,3941,1210,248,3319,3700
"4612","73965_2016-17",939,668,4037,1188,241,3358,3715
"4613","73973_2011-12",185,330,462,1156,217,1163,1187
"4614","73973_2012-13",159,299,501,1177,190,1164,1162
"4615","73973_2013-14",152,271,507,1067,194,1106,1085
"4616","73973_2014-15",152,237,501,1056,197,1067,1076
"4617","73973_2015-16",153,275,512,990,196,1051,1075
"4618","73973_2016-17",167,260,528,959,186,1042,1058
"4619","73999_2011-12",120,9,1625,247,28,1012,1017
"4620","73999_2012-13",121,9,1630,236,24,986,1034
"4621","73999_2013-14",115,9,1729,235,23,1030,1081
"4622","73999_2014-15",112,6,1746,226,21,1039,1072
"4623","73999_2015-16",112,14,1815,227,27,1076,1119
"4624","73999_2016-17",125,15,1891,225,22,1105,1173
"4625","75002_2011-12",19,5,21,352,13,201,209
"4626","75002_2012-13",18,6,25,324,13,181,205
"4627","75002_2013-14",12,7,31,372,15,214,223
"4628","75002_2014-15",15,5,43,426,16,268,237
"4629","75002_2015-16",22,4,45,433,23,288,239
"4630","75002_2016-17",21,3,42,444,32,267,275
"4631","75010_2016-17",1,1,76,25,1,54,50
"4632","75028_2011-12",0,0,20,113,31,86,78
"4633","75028_2012-13",2,0,18,113,35,93,75
"4634","75028_2013-14",9,1,19,94,31,84,70
"4635","75028_2014-15",16,1,17,72,32,69,69
"4636","75036_2012-13",1,4,16,133,9,78,85
"4637","75036_2013-14",1,5,22,134,8,78,92
"4638","75036_2014-15",1,5,26,141,9,95,87
"4639","75036_2015-16",2,5,31,127,14,86,93
"4640","75044_2011-12",143,1010,6927,3600,325,5879,6126
"4641","75044_2012-13",149,1000,7082,3421,354,5865,6141
"4642","75044_2013-14",143,1005,7257,3297,369,5914,6157
"4643","75044_2014-15",147,969,7331,3107,497,5973,6078
"4644","75044_2015-16",149,964,7466,2981,446,5892,6114
"4645","75044_2016-17",138,766,7547,2513,883,5781,6066
"4646","75051_2011-12",13,18,252,464,37,413,371
"4647","75051_2012-13",22,19,267,461,59,446,382
"4648","75051_2013-14",26,17,266,475,61,434,411
"4649","75051_2014-15",29,29,281,458,53,422,428
"4650","75051_2015-16",25,32,280,390,46,369,404
"4651","75051_2016-17",39,39,304,426,85,436,457
"4652","75069_2011-12",303,529,2847,1860,295,2917,2917
"4653","75069_2012-13",305,521,2911,1751,294,2904,2878
"4654","75069_2013-14",288,510,2924,1601,291,2728,2886
"4655","75069_2014-15",288,496,2921,1487,290,2664,2818
"4656","75069_2015-16",289,478,2879,1373,260,2602,2677
"4657","75069_2016-17",305,474,2851,1317,244,2509,2682
"4658","75077_2011-12",162,824,2626,3258,237,3363,3744
"4659","75077_2012-13",171,754,2672,3122,238,3308,3649
"4660","75077_2013-14",178,733,2736,2924,238,3307,3502
"4661","75077_2014-15",185,674,2722,2776,256,3207,3406
"4662","75077_2015-16",182,605,2704,2556,242,3069,3220
"4663","75077_2016-17",181,577,2865,2493,234,3132,3218
"4664","75085_2011-12",319,83,776,3800,548,2753,2773
"4665","75085_2012-13",333,85,780,3958,575,2841,2890
"4666","75085_2013-14",332,92,785,3928,599,2850,2886
"4667","75085_2014-15",436,100,884,4365,721,3238,3268
"4668","75085_2015-16",493,99,902,4353,760,3241,3366
"4669","75085_2016-17",550,105,968,4373,796,3327,3465
"4670","75127_2012-13",1,1,1170,11,6,568,621
"4671","75127_2013-14",1,1,1186,11,2,589,612
"4672","75127_2014-15",1,0,1255,13,4,621,652
"4673","75127_2015-16",0,0,1262,14,6,635,647
"4674","75127_2016-17",0,1,1296,18,10,646,679
"4675","75150_2012-13",0,0,7,12,1,10,10
"4676","75150_2013-14",2,2,6,13,1,13,11
"4677","75150_2014-15",2,0,7,17,1,17,10
"4678","75168_2011-12",5,1,134,96,294,260,270
"4679","75168_2012-13",8,2,137,310,27,235,249
"4680","75168_2013-14",3,3,125,262,30,224,199
"4681","75168_2014-15",4,5,128,227,39,208,195
"4682","75168_2015-16",4,1,139,216,39,199,200
"4683","75168_2016-17",3,3,160,196,38,202,198
"4684","75176_2011-12",205,552,5216,3802,483,4965,5293
"4685","75176_2012-13",205,534,5318,3674,489,4950,5270
"4686","75176_2013-14",203,553,5434,3532,472,4890,5304
"4687","75176_2014-15",217,520,5466,3423,489,4845,5270
"4688","75176_2015-16",217,511,5591,3263,507,4856,5233
"4689","75176_2016-17",169,430,5731,2907,766,4781,5222
"4690","75184_2011-12",0,3,32,129,15,98,81
"4691","75184_2012-13",0,4,33,114,19,98,72
"4692","75184_2013-14",1,4,30,116,17,95,73
"4693","75184_2014-15",3,3,25,119,12,85,77
"4694","75184_2015-16",2,0,23,114,9,74,74
"4695","75184_2016-17",0,0,27,110,9,71,75
"4696","75192_2011-12",596,686,4499,7174,1962,7359,7558
"4697","75192_2012-13",580,708,4544,7148,2073,7404,7649
"4698","75192_2013-14",592,659,4581,6888,2099,7312,7507
"4699","75192_2014-15",588,651,4625,6793,2155,7397,7415
"4700","75192_2015-16",596,596,4751,6684,2200,7404,7423
"4701","75192_2016-17",587,540,4862,6298,2364,7264,7387
"4702","75200_2011-12",476,747,3712,5435,1234,5700,5904
"4703","75200_2012-13",501,772,3809,5460,1248,5818,5972
"4704","75200_2013-14",533,768,3872,5593,1242,5864,6144
"4705","75200_2014-15",601,707,3914,5498,1243,5842,6121
"4706","75200_2015-16",608,693,4006,5487,1270,5893,6171
"4707","75200_2016-17",645,684,4129,5342,1360,5925,6235
"4708","75218_2013-14",1,1,7,35,3,22,25
"4709","75234_2011-12",1,2,741,2,15,349,412
"4710","75234_2012-13",4,1,730,12,0,359,388
"4711","75234_2013-14",5,2,781,11,0,381,418
"4712","75234_2014-15",3,1,752,3,13,365,407
"4713","75234_2015-16",3,1,766,11,0,364,417
"4714","75234_2016-17",2,2,762,9,1,373,403
"4715","75242_2011-12",164,1493,6382,572,394,4407,4598
"4716","75242_2012-13",146,1558,6513,519,421,4487,4670
"4717","75242_2013-14",144,1557,6539,508,398,4429,4717
"4718","75242_2014-15",132,1532,6581,487,408,4464,4676
"4719","75242_2015-16",126,1567,6682,479,363,4485,4732
"4720","75242_2016-17",121,1537,6931,445,396,4631,4799
"4721","75259_2011-12",6,2,320,164,108,314,286
"4722","75259_2012-13",14,1,335,176,25,293,258
"4723","75259_2013-14",10,3,332,166,23,278,256
"4724","75259_2014-15",9,4,354,154,20,275,266
"4725","75259_2015-16",7,4,373,149,16,268,281
"4726","75259_2016-17",5,3,383,136,8,259,276
"4727","75267_2011-12",51,21,186,1280,179,784,933
"4728","75267_2012-13",43,25,195,1274,184,798,923
"4729","75267_2013-14",34,33,205,1244,157,775,898
"4730","75267_2014-15",39,40,204,1172,166,759,862
"4731","75267_2015-16",38,29,174,1053,152,695,751
"4732","75267_2016-17",29,26,178,896,136,611,654
"4733","75275_2011-12",12,9,110,594,129,400,454
"4734","75275_2012-13",11,11,97,539,123,364,417
"4735","75275_2013-14",13,10,91,524,113,349,402
"4736","75275_2014-15",9,10,77,488,99,322,361
"4737","75275_2015-16",7,5,79,464,103,316,342
"4738","75275_2016-17",6,5,89,454,107,329,332
"4739","75283_2011-12",785,1266,1749,1036,883,2874,2845
"4740","75283_2012-13",772,1172,1785,984,1007,2868,2852
"4741","75283_2013-14",797,1165,1904,1006,1115,2995,2992
"4742","75283_2014-15",875,1218,1996,1034,1151,3116,3158
"4743","75283_2015-16",960,1274,2162,1102,1202,3367,3333
"4744","75283_2016-17",1069,1313,2317,1175,1071,3470,3475
"4745","75291_2011-12",1452,96,1817,397,200,1884,2078
"4746","75291_2012-13",1490,96,1728,396,178,1900,1988
"4747","75291_2013-14",1450,87,1619,355,176,1812,1875
"4748","75291_2014-15",1445,87,1600,359,218,1875,1834
"4749","75291_2015-16",1448,87,1685,395,207,1945,1877
"4750","75291_2016-17",1483,73,1467,373,366,1882,1880
"4751","75309_2011-12",8,5,235,494,40,389,393
"4752","75309_2012-13",6,50,307,428,64,428,427
"4753","75309_2013-14",9,118,538,459,57,588,593
"4754","75309_2014-15",31,265,828,721,152,1020,977
"4755","75309_2015-16",46,345,1245,1157,250,1574,1469
"4756","75309_2016-17",68,421,1755,1520,463,2187,2040
"4757","75317_2011-12",4,35,776,255,10,510,570
"4758","75317_2012-13",3,34,772,235,16,499,561
"4759","75317_2013-14",4,38,819,247,6,525,589
"4760","75317_2014-15",5,32,783,214,6,508,532
"4761","75317_2015-16",4,36,786,201,12,511,528
"4762","75317_2016-17",5,33,818,188,12,515,541
"4763","75325_2011-12",5,5,1071,66,6,588,565
"4764","75325_2012-13",5,5,1124,72,5,620,591
"4765","75325_2013-14",3,2,1126,66,6,614,589
"4766","75325_2014-15",2,2,1089,53,6,576,576
"4767","75325_2015-16",1,2,1107,50,6,579,587
"4768","75325_2016-17",3,6,1076,53,5,555,588
"4769","75333_2011-12",316,149,457,2095,377,1673,1721
"4770","75333_2012-13",301,132,481,2061,431,1733,1673
"4771","75333_2013-14",321,142,486,2012,466,1772,1655
"4772","75333_2014-15",338,143,485,2180,420,1832,1734
"4773","75333_2015-16",307,143,494,2140,445,1816,1713
"4774","75333_2016-17",326,104,488,2135,478,1820,1711
"4775","75341_2011-12",422,327,993,1881,219,1839,2003
"4776","75341_2012-13",440,348,1011,1896,268,1926,2037
"4777","75341_2013-14",451,363,970,1977,286,1936,2111
"4778","75341_2014-15",444,350,1019,2019,311,1983,2160
"4779","75341_2015-16",405,318,1026,2024,462,2074,2161
"4780","75341_2016-17",380,262,1032,2049,712,2170,2265
"4781","75358_2011-12",63,49,1050,1479,125,1380,1386
"4782","75358_2012-13",63,51,1129,1407,174,1411,1413
"4783","75358_2013-14",60,34,1133,1261,148,1299,1337
"4784","75358_2014-15",53,32,1164,1343,93,1299,1386
"4785","75358_2015-16",48,29,1176,1337,91,1289,1392
"4786","75358_2016-17",39,27,1197,1273,92,1290,1338
"4787","75366_2011-12",39,8,1016,106,11,568,612
"4788","75366_2012-13",41,9,1024,93,12,544,635
"4789","75366_2013-14",52,5,1007,91,8,540,623
"4790","75366_2014-15",47,8,1011,88,8,539,623
"4791","75366_2015-16",45,5,1050,93,8,563,638
"4792","75366_2016-17",42,6,1043,94,10,547,648
"4793","75374_2011-12",1,0,32,178,11,96,126
"4794","75374_2012-13",2,0,31,182,12,105,122
"4795","75374_2013-14",1,0,34,187,10,118,114
"4796","75374_2014-15",1,0,35,184,7,112,115
"4797","75374_2015-16",2,0,48,200,7,125,132
"4798","75374_2016-17",2,0,46,188,11,116,131
"4799","75382_2011-12",2,4,28,222,43,145,154
"4800","75382_2012-13",4,6,21,228,62,163,158
"4801","75382_2013-14",2,5,28,221,55,166,145
"4802","75382_2014-15",2,7,46,256,47,183,175
"4803","75382_2015-16",2,6,40,229,62,177,162
"4804","75382_2016-17",0,4,43,201,40,151,137
"4805","75390_2011-12",6,6,582,453,24,477,594
"4806","75390_2012-13",8,8,552,409,20,456,541
"4807","75390_2013-14",9,7,537,372,13,429,509
"4808","75390_2014-15",19,7,514,352,15,412,495
"4809","75390_2015-16",15,6,515,356,13,436,469
"4810","75390_2016-17",12,7,493,340,15,412,455
"4811","75408_2011-12",6,11,595,142,8,357,405
"4812","75408_2012-13",5,12,598,123,7,352,393
"4813","75408_2013-14",4,9,640,110,7,365,405
"4814","75408_2014-15",3,9,645,113,11,371,410
"4815","75408_2015-16",2,10,628,123,13,373,403
"4816","75408_2016-17",1,8,661,113,11,387,407
"4817","75416_2011-12",2,2,34,22,87,64,83
"4818","75416_2012-13",2,2,32,23,80,63,76
"4819","75416_2013-14",2,2,35,27,81,62,85
"4820","75416_2014-15",2,2,40,29,65,70,68
"4821","75416_2015-16",10,11,192,213,97,282,241
"4822","75416_2016-17",22,13,177,276,127,314,301
"4823","75432_2011-12",17,3,159,896,104,554,625
"4824","75432_2012-13",14,2,176,864,112,562,606
"4825","75432_2013-14",16,1,177,855,114,545,618
"4826","75432_2014-15",19,3,182,881,121,562,644
"4827","75432_2015-16",18,3,187,910,143,580,681
"4828","75432_2016-17",31,2,179,862,142,559,657
"4829","75440_2011-12",16,13,1915,64,38,998,1048
"4830","75440_2012-13",13,10,1988,59,39,1028,1081
"4831","75440_2013-14",12,6,2044,58,41,1038,1123
"4832","75440_2014-15",8,9,2117,50,43,1060,1167
"4833","75440_2015-16",15,13,2057,54,38,1037,1140
"4834","75440_2016-17",16,9,2093,48,39,1066,1139
"4835","75457_2011-12",36,66,1357,1664,112,1604,1631
"4836","75457_2012-13",37,64,1404,1602,109,1616,1600
"4837","75457_2013-14",33,63,1439,1529,104,1599,1569
"4838","75457_2014-15",38,55,1503,1488,117,1603,1598
"4839","75457_2015-16",44,51,1573,1459,125,1642,1610
"4840","75457_2016-17",35,53,1664,1442,141,1643,1692
"4841","75465_2011-12",7,1,176,162,11,167,190
"4842","75465_2012-13",5,2,185,170,11,182,191
"4843","75465_2013-14",6,1,185,154,12,157,201
"4844","75465_2014-15",6,2,165,146,14,150,183
"4845","75465_2015-16",8,2,177,135,18,154,186
"4846","75465_2016-17",4,4,182,134,17,166,175
"4847","75473_2011-12",6,5,1065,43,14,545,588
"4848","75473_2012-13",2,4,1073,37,15,552,579
"4849","75473_2013-14",1,5,1095,32,15,566,582
"4850","75473_2014-15",1,5,1098,29,19,584,568
"4851","75481_2011-12",26,11,605,410,21,534,539
"4852","75481_2012-13",25,6,620,366,17,517,517
"4853","75481_2013-14",28,3,633,384,18,538,528
"4854","75481_2014-15",33,3,637,373,15,539,522
"4855","75481_2015-16",30,1,626,376,17,546,504
"4856","75481_2016-17",34,1,621,376,21,539,514
"4857","75499_2011-12",937,745,3814,2729,1087,4597,4715
"4858","75499_2012-13",1010,755,3985,2583,1079,4648,4764
"4859","75499_2013-14",1024,719,4153,2454,1111,4667,4794
"4860","75499_2014-15",972,663,4145,2240,1067,4483,4604
"4861","75499_2015-16",960,634,4185,2220,1011,4447,4563
"4862","75499_2016-17",957,609,4118,2101,951,4302,4434
"4863","75515_2011-12",190,49,283,1253,251,1006,1020
"4864","75515_2012-13",205,48,279,1112,225,933,936
